/home/neet/.pyenv/versions/3.13.12/lib/python3.13/site-packages/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run A2C on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
============================================================
 SeqSQLi v2 — A2C Training
 URL         : http://localhost:8888/Less-1/
 Filter type : none
 Mode        : online-WAF (dual-signal: union+error)
 Payload pool: 108 validated from payloads_union_less1.csv
               (union=108, error=0)
 Timesteps   : 150000
 Rollout     : n_steps=5 (synchronous A3C variant)
 Seed        : 2
============================================================
  Ep   10 | SR=0% | Steps=15.0 | R=-45.66
  Ep 1530 | SR=0% | Steps=15.0 | R=-24.60
  Ep 1540 | SR=0% | Steps=15.0 | R=-29.55
  Ep 1550 | SR=0% | Steps=15.0 | R=-12.38
  Ep 1560 | SR=0% | Steps=15.0 | R=-15.01
  Ep 1570 | SR=0% | Steps=15.0 | R=-18.74
  Ep 1580 | SR=0% | Steps=15.0 | R=-10.18
  Ep 1590 | SR=0% | Steps=15.0 | R=-9.01
  Ep 1600 | SR=0% | Steps=15.0 | R=-13.91
  Ep 1610 | SR=0% | Steps=15.0 | R=-20.57
  Ep 1620 | SR=0% | Steps=15.0 | R=-14.96
  Ep 1630 | SR=0% | Steps=15.0 | R=-11.63
  Ep 1640 | SR=0% | Steps=15.0 | R=-5.20
  Ep 1650 | SR=0% | Steps=15.0 | R=-18.77
  Ep 1660 | SR=0% | Steps=15.0 | R=-22.41
  Ep 1670 | SR=0% | Steps=15.0 | R=-17.65
  Ep 1680 | SR=0% | Steps=15.0 | R=-10.14
  Ep 1690 | SR=0% | Steps=15.0 | R=-5.29
  Ep 1700 | SR=0% | Steps=15.0 | R=-18.70
  Ep 1710 | SR=0% | Steps=15.0 | R=-28.02
  Ep 1720 | SR=0% | Steps=15.0 | R=-22.48
  Ep 1730 | SR=0% | Steps=15.0 | R=-15.01
  Ep 1740 | SR=0% | Steps=15.0 | R=-13.90
  Ep 1750 | SR=0% | Steps=15.0 | R=-4.15
  Ep 1760 | SR=0% | Steps=15.0 | R=-9.37
  Ep 1770 | SR=0% | Steps=15.0 | R=-23.54
  Ep 1780 | SR=0% | Steps=15.0 | R=-18.73
  Ep 1790 | SR=0% | Steps=15.0 | R=-23.59
  Ep 1800 | SR=0% | Steps=15.0 | R=-17.26
  Ep 1810 | SR=0% | Steps=15.0 | R=-18.70
  Ep 1820 | SR=0% | Steps=15.0 | R=-14.96
  Ep 1830 | SR=0% | Steps=15.0 | R=-12.74
  Ep 1840 | SR=0% | Steps=15.0 | R=-18.59
  Ep 1850 | SR=0% | Steps=15.0 | R=-12.74
  Ep 1860 | SR=0% | Steps=15.0 | R=-17.57
  Ep 1870 | SR=0% | Steps=15.0 | R=-8.86
  Ep 1880 | SR=0% | Steps=15.0 | R=-22.45
  Ep 1890 | SR=0% | Steps=15.0 | R=-16.48
  Ep 1900 | SR=0% | Steps=15.0 | R=-17.63
  Ep 1910 | SR=0% | Steps=15.0 | R=-22.52
  Ep 1920 | SR=0% | Steps=15.0 | R=-13.83
  Ep 1930 | SR=0% | Steps=15.0 | R=-10.09
  Ep 1940 | SR=0% | Steps=15.0 | R=-31.05
  Ep 1950 | SR=0% | Steps=15.0 | R=-12.76
  Ep 1960 | SR=0% | Steps=15.0 | R=-35.54
  Ep 1970 | SR=0% | Steps=15.0 | R=-9.98
  Ep 1980 | SR=0% | Steps=15.0 | R=-15.01
  Ep 1990 | SR=0% | Steps=15.0 | R=-4.94
  Ep 2000 | SR=0% | Steps=15.0 | R=-12.74
  Ep 2010 | SR=0% | Steps=15.0 | R=-22.45
  Ep 2020 | SR=0% | Steps=15.0 | R=-10.13
  Ep 2030 | SR=0% | Steps=15.0 | R=-27.20
  Ep 2040 | SR=0% | Steps=15.0 | R=-18.30
  Ep 2050 | SR=0% | Steps=15.0 | R=-5.51
  Ep 2060 | SR=0% | Steps=15.0 | R=-9.70
  Ep 2070 | SR=0% | Steps=15.0 | R=-14.66
  Ep 2080 | SR=0% | Steps=15.0 | R=-23.25
  Ep 2090 | SR=0% | Steps=15.0 | R=-13.49
  Ep 2100 | SR=0% | Steps=15.0 | R=-16.51
  Ep 2110 | SR=0% | Steps=15.0 | R=-13.90
  Ep 2120 | SR=0% | Steps=15.0 | R=-5.15
  Ep 2130 | SR=0% | Steps=15.0 | R=-5.32
  Ep 2140 | SR=0% | Steps=15.0 | R=-9.77
  Ep 2150 | SR=0% | Steps=15.0 | R=-16.51
  Ep 2160 | SR=0% | Steps=15.0 | R=-15.35
  Ep 2170 | SR=0% | Steps=15.0 | R=-18.35
  Ep 2180 | SR=0% | Steps=15.0 | R=-22.12
  Ep 2190 | SR=0% | Steps=15.0 | R=-12.76
  Ep 2200 | SR=0% | Steps=15.0 | R=-14.93
  Ep 2210 | SR=0% | Steps=15.0 | R=-7.84
  Ep 2220 | SR=0% | Steps=15.0 | R=-4.15
  Ep 2230 | SR=0% | Steps=15.0 | R=-21.26
  Ep 2240 | SR=0% | Steps=15.0 | R=-10.14
  Ep 2250 | SR=0% | Steps=15.0 | R=-7.85
  Ep 2260 | SR=0% | Steps=15.0 | R=-9.34
  Ep 2270 | SR=0% | Steps=15.0 | R=-17.63
  Ep 2280 | SR=0% | Steps=15.0 | R=-9.82
  Ep 2290 | SR=0% | Steps=15.0 | R=-19.13
  Ep 2300 | SR=0% | Steps=15.0 | R=-5.26
  Ep 2310 | SR=0% | Steps=15.0 | R=-13.83
  Ep 2320 | SR=0% | Steps=15.0 | R=-9.02
  Ep 2330 | SR=0% | Steps=15.0 | R=-9.04
  Ep 2340 | SR=0% | Steps=15.0 | R=-19.82
  Ep 2350 | SR=0% | Steps=15.0 | R=-13.08
  Ep 2360 | SR=0% | Steps=15.0 | R=-23.57
  Ep 2370 | SR=0% | Steps=15.0 | R=-14.99
  Ep 2380 | SR=0% | Steps=15.0 | R=-9.04
  Ep 2390 | SR=0% | Steps=15.0 | R=-23.52
  Ep 2400 | SR=0% | Steps=15.0 | R=-14.97
  Ep 2410 | SR=0% | Steps=15.0 | R=-13.83
  Ep 2420 | SR=0% | Steps=15.0 | R=-10.14
  Ep 2430 | SR=0% | Steps=15.0 | R=-22.52
  Ep 2440 | SR=0% | Steps=15.0 | R=-22.46
  Ep 2450 | SR=0% | Steps=15.0 | R=-13.13
  Ep 2460 | SR=0% | Steps=15.0 | R=-13.88
  Ep 2470 | SR=0% | Steps=15.0 | R=-17.59
  Ep 2480 | SR=0% | Steps=15.0 | R=-22.43
  Ep 2490 | SR=0% | Steps=15.0 | R=-5.67
  Ep 2500 | SR=0% | Steps=15.0 | R=-15.05
  Ep 2510 | SR=0% | Steps=15.0 | R=-18.37
  Ep 2520 | SR=0% | Steps=15.0 | R=-8.99
  Ep 2530 | SR=0% | Steps=15.0 | R=-22.54
  Ep 2540 | SR=0% | Steps=15.0 | R=-12.76
  Ep 2550 | SR=0% | Steps=15.0 | R=-17.96
  Ep 2560 | SR=0% | Steps=15.0 | R=-18.70
  Ep 2570 | SR=0% | Steps=15.0 | R=-29.20
  Ep 2580 | SR=0% | Steps=15.0 | R=-8.96
  Ep 2590 | SR=0% | Steps=15.0 | R=-8.97
  Ep 2600 | SR=0% | Steps=15.0 | R=-18.66
  Ep 2610 | SR=0% | Steps=15.0 | R=-16.48
  Ep 2620 | SR=0% | Steps=15.0 | R=-14.96
  Ep 2630 | SR=0% | Steps=15.0 | R=-9.04
  Ep 2640 | SR=0% | Steps=15.0 | R=-16.49
  Ep 2650 | SR=0% | Steps=15.0 | R=-0.47
  Ep 2660 | SR=0% | Steps=15.0 | R=-7.87
  Ep 2670 | SR=0% | Steps=15.0 | R=-26.21
  Ep 2680 | SR=0% | Steps=15.0 | R=-18.66
  Ep 2690 | SR=0% | Steps=15.0 | R=-12.79
  Ep 2700 | SR=0% | Steps=15.0 | R=-17.60
  Ep 2710 | SR=0% | Steps=15.0 | R=-10.09
  Ep 2720 | SR=0% | Steps=15.0 | R=-27.26
  Ep 2730 | SR=0% | Steps=15.0 | R=-23.57
  Ep 2740 | SR=0% | Steps=15.0 | R=-11.63
  Ep 2750 | SR=0% | Steps=15.0 | R=-17.54
  Ep 2760 | SR=0% | Steps=15.0 | R=-22.37
  Ep 2770 | SR=0% | Steps=15.0 | R=-5.35
  Ep 2780 | SR=0% | Steps=15.0 | R=-0.76
  Ep 2790 | SR=0% | Steps=15.0 | R=-7.87
  Ep 2800 | SR=0% | Steps=15.0 | R=-10.16
  Ep 2810 | SR=0% | Steps=15.0 | R=-14.99
  Ep 2820 | SR=0% | Steps=15.0 | R=-8.93
  Ep 2830 | SR=0% | Steps=15.0 | R=-17.63
  Ep 2840 | SR=0% | Steps=15.0 | R=-13.87
  Ep 2850 | SR=0% | Steps=15.0 | R=-22.48
  Ep 2860 | SR=0% | Steps=15.0 | R=-17.52
  Ep 2870 | SR=0% | Steps=15.0 | R=-12.79
  Ep 2880 | SR=0% | Steps=15.0 | R=-10.16
  Ep 2890 | SR=0% | Steps=15.0 | R=-23.52
  Ep 2900 | SR=0% | Steps=15.0 | R=-17.63
  Ep 2910 | SR=0% | Steps=15.0 | R=-18.71
  Ep 2920 | SR=0% | Steps=15.0 | R=-29.52
  Ep 2930 | SR=0% | Steps=15.0 | R=-7.92
  Ep 2940 | SR=0% | Steps=15.0 | R=-17.59
  Ep 2950 | SR=0% | Steps=15.0 | R=-26.23
  Ep 2960 | SR=0% | Steps=15.0 | R=-18.73
  Ep 2970 | SR=0% | Steps=15.0 | R=-13.06
  Ep 2980 | SR=0% | Steps=15.0 | R=-21.92
  Ep 2990 | SR=0% | Steps=15.0 | R=-15.01
  Ep 3000 | SR=0% | Steps=15.0 | R=-16.49
  Ep 3010 | SR=0% | Steps=15.0 | R=-17.29
  Ep 3020 | SR=0% | Steps=15.0 | R=-15.29
  Ep 3030 | SR=0% | Steps=15.0 | R=-17.59
  Ep 3040 | SR=0% | Steps=15.0 | R=-31.05
  Ep 3050 | SR=0% | Steps=15.0 | R=-4.49
  Ep 3060 | SR=0% | Steps=15.0 | R=-22.41
  Ep 3070 | SR=0% | Steps=15.0 | R=-5.29
  Ep 3080 | SR=0% | Steps=15.0 | R=-4.96
  Ep 3090 | SR=0% | Steps=15.0 | R=-23.57
  Ep 3100 | SR=0% | Steps=15.0 | R=-14.69
  Ep 3110 | SR=0% | Steps=15.0 | R=-12.74
  Ep 3120 | SR=0% | Steps=15.0 | R=-14.26
  Ep 3130 | SR=0% | Steps=15.0 | R=-4.16
  Ep 3140 | SR=0% | Steps=15.0 | R=-19.15
  Ep 3150 | SR=0% | Steps=15.0 | R=-18.74
  Ep 3160 | SR=0% | Steps=15.0 | R=-4.52
  Ep 3170 | SR=0% | Steps=15.0 | R=-18.74
  Ep 3180 | SR=0% | Steps=15.0 | R=-22.49
  Ep 3190 | SR=0% | Steps=15.0 | R=-20.20
  Ep 3200 | SR=0% | Steps=15.0 | R=-0.36
  Ep 3210 | SR=0% | Steps=15.0 | R=-18.70
  Ep 3220 | SR=0% | Steps=15.0 | R=-18.74
  Ep 3230 | SR=0% | Steps=15.0 | R=-18.68
  Ep 3240 | SR=0% | Steps=15.0 | R=-9.05
  Ep 3250 | SR=0% | Steps=15.0 | R=-13.88
  Ep 3260 | SR=0% | Steps=15.0 | R=-22.39
  Ep 3270 | SR=0% | Steps=15.0 | R=-10.10
  Ep 3280 | SR=0% | Steps=15.0 | R=-13.85
  Ep 3290 | SR=0% | Steps=15.0 | R=-7.88
  Ep 3300 | SR=0% | Steps=15.0 | R=-8.99
  Ep 3310 | SR=0% | Steps=15.0 | R=-29.90
  Ep 3320 | SR=0% | Steps=15.0 | R=-24.32
  Ep 3330 | SR=0% | Steps=15.0 | R=-22.45
  Ep 3340 | SR=0% | Steps=15.0 | R=-5.33
  Ep 3350 | SR=0% | Steps=15.0 | R=-17.54
  Ep 3360 | SR=0% | Steps=15.0 | R=-10.07
  Ep 3370 | SR=0% | Steps=15.0 | R=-12.68
  Ep 3380 | SR=0% | Steps=15.0 | R=-15.32
  Ep 3390 | SR=0% | Steps=15.0 | R=-5.67
  Ep 3400 | SR=0% | Steps=15.0 | R=-13.90
  Ep 3410 | SR=0% | Steps=15.0 | R=-13.96
  Ep 3420 | SR=0% | Steps=15.0 | R=-10.14
  Ep 3430 | SR=0% | Steps=15.0 | R=-19.87
  Ep 3440 | SR=0% | Steps=15.0 | R=-19.79
  Ep 3450 | SR=0% | Steps=15.0 | R=-9.00
  Ep 3460 | SR=0% | Steps=15.0 | R=-8.99
  Ep 3470 | SR=0% | Steps=15.0 | R=-18.65
  Ep 3480 | SR=0% | Steps=15.0 | R=-8.99
  Ep 3490 | SR=0% | Steps=15.0 | R=-5.22
  Ep 3500 | SR=0% | Steps=15.0 | R=-13.82
  Ep 3510 | SR=0% | Steps=15.0 | R=-18.74
  Ep 3520 | SR=0% | Steps=15.0 | R=-14.92
  Ep 3530 | SR=0% | Steps=15.0 | R=-13.83
  Ep 3540 | SR=0% | Steps=15.0 | R=-9.01
  Ep 3550 | SR=0% | Steps=15.0 | R=-18.71
  Ep 3560 | SR=0% | Steps=15.0 | R=-27.32
  Ep 3570 | SR=0% | Steps=15.0 | R=-11.63
  Ep 3580 | SR=0% | Steps=15.0 | R=-18.76
  Ep 3590 | SR=0% | Steps=15.0 | R=-17.55
  Ep 3600 | SR=0% | Steps=15.0 | R=-9.31
  Ep 3610 | SR=0% | Steps=15.0 | R=-17.93
  Ep 3620 | SR=0% | Steps=15.0 | R=-12.74
  Ep 3630 | SR=0% | Steps=15.0 | R=-21.02
  Ep 3640 | SR=0% | Steps=15.0 | R=-14.58
  Ep 3650 | SR=0% | Steps=15.0 | R=-10.13
  Ep 3660 | SR=0% | Steps=15.0 | R=-5.32
  Ep 3670 | SR=0% | Steps=15.0 | R=-4.07
  Ep 3680 | SR=0% | Steps=15.0 | R=-13.83
  Ep 3690 | SR=0% | Steps=15.0 | R=-5.30
  Ep 3700 | SR=0% | Steps=15.0 | R=-5.26
  Ep 3710 | SR=0% | Steps=15.0 | R=-26.17
  Ep 3720 | SR=0% | Steps=15.0 | R=-23.52
  Ep 3730 | SR=0% | Steps=15.0 | R=-13.43
  Ep 3740 | SR=0% | Steps=15.0 | R=-8.97
  Ep 3750 | SR=0% | Steps=15.0 | R=-14.53
  Ep 3760 | SR=0% | Steps=15.0 | R=-4.16
  Ep 3770 | SR=0% | Steps=15.0 | R=-28.40
  Ep 3780 | SR=0% | Steps=15.0 | R=-5.29
  Ep 3790 | SR=0% | Steps=15.0 | R=-18.68
  Ep 3800 | SR=0% | Steps=15.0 | R=-4.19
  Ep 3810 | SR=0% | Steps=15.0 | R=-22.43
  Ep 3820 | SR=0% | Steps=15.0 | R=-21.37
  Ep 3830 | SR=0% | Steps=15.0 | R=-9.00
  Ep 3840 | SR=0% | Steps=15.0 | R=-4.16
  Ep 3850 | SR=0% | Steps=15.0 | R=-16.49
  Ep 3860 | SR=0% | Steps=15.0 | R=-34.80
  Ep 3870 | SR=0% | Steps=15.0 | R=-9.38
  Ep 3880 | SR=0% | Steps=15.0 | R=-18.73
  Ep 3890 | SR=0% | Steps=15.0 | R=-13.85
  Ep 3900 | SR=0% | Steps=15.0 | R=-21.34
  Ep 3910 | SR=0% | Steps=15.0 | R=-22.04
  Ep 3920 | SR=0% | Steps=15.0 | R=-33.27
  Ep 3930 | SR=0% | Steps=15.0 | R=-22.79
  Ep 3940 | SR=0% | Steps=15.0 | R=-3.96
  Ep 3950 | SR=0% | Steps=15.0 | R=-8.99
  Ep 3960 | SR=0% | Steps=15.0 | R=-10.13
  Ep 3970 | SR=0% | Steps=15.0 | R=-7.94
  Ep 3980 | SR=0% | Steps=15.0 | R=-13.88
  Ep 3990 | SR=0% | Steps=15.0 | R=-19.84
  Ep 4000 | SR=0% | Steps=15.0 | R=-27.29
  Ep 4010 | SR=0% | Steps=15.0 | R=-10.13
  Ep 4020 | SR=0% | Steps=15.0 | R=-18.68
  Ep 4030 | SR=0% | Steps=15.0 | R=-13.83
  Ep 4040 | SR=0% | Steps=15.0 | R=-0.36
  Ep 4050 | SR=0% | Steps=15.0 | R=-12.68
  Ep 4060 | SR=0% | Steps=15.0 | R=-13.90
  Ep 4070 | SR=0% | Steps=15.0 | R=-22.46
  Ep 4080 | SR=0% | Steps=15.0 | R=-10.06
  Ep 4090 | SR=0% | Steps=15.0 | R=-17.59
  Ep 4100 | SR=0% | Steps=15.0 | R=-17.62
  Ep 4110 | SR=0% | Steps=15.0 | R=-31.07
  Ep 4120 | SR=0% | Steps=15.0 | R=-15.38
  Ep 4130 | SR=0% | Steps=15.0 | R=-14.92
  Ep 4140 | SR=0% | Steps=15.0 | R=-19.85
  Ep 4150 | SR=0% | Steps=15.0 | R=-15.02
  Ep 4160 | SR=0% | Steps=15.0 | R=-14.99
  Ep 4170 | SR=0% | Steps=15.0 | R=-19.80
  Ep 4180 | SR=0% | Steps=15.0 | R=-8.99
  Ep 4190 | SR=0% | Steps=15.0 | R=-9.07
  Ep 4200 | SR=0% | Steps=15.0 | R=-13.87
  Ep 4210 | SR=0% | Steps=15.0 | R=-11.72
  Ep 4220 | SR=0% | Steps=15.0 | R=-13.83
  Ep 4230 | SR=0% | Steps=15.0 | R=-5.22
  Ep 4240 | SR=0% | Steps=15.0 | R=-24.65
  Ep 4250 | SR=0% | Steps=15.0 | R=-5.24
  Ep 4260 | SR=0% | Steps=15.0 | R=-9.01
  Ep 4270 | SR=0% | Steps=15.0 | R=-13.85
