/home/neet/.pyenv/versions/3.13.12/lib/python3.13/site-packages/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
============================================================
 SeqSQLi v2 — PPO Training
 URL         : http://localhost:8888/Less-1/
 Filter type : none
 Mode        : online-WAF (dual-signal: union+error)
 Payload pool: 108 validated from payloads_union_less1.csv
               (union=108, error=0)
 Timesteps   : 150000
 Seed        : 3
============================================================
  Ep   10 | SR=0% | Steps=15.0 | R=-45.03
  Ep  340 | SR=0% | Steps=15.0 | R=-44.66
  Ep  350 | SR=0% | Steps=15.0 | R=-43.37
  Ep  360 | SR=0% | Steps=15.0 | R=-42.29
  Ep  370 | SR=0% | Steps=15.0 | R=-42.14
  Ep  380 | SR=0% | Steps=15.0 | R=-40.13
  Ep  390 | SR=0% | Steps=15.0 | R=-40.66
  Ep  400 | SR=0% | Steps=15.0 | R=-44.23
  Ep  410 | SR=0% | Steps=15.0 | R=-42.34
  Ep  420 | SR=0% | Steps=15.0 | R=-41.59
  Ep  430 | SR=0% | Steps=15.0 | R=-40.62
  Ep  440 | SR=0% | Steps=15.0 | R=-37.57
  Ep  450 | SR=0% | Steps=15.0 | R=-39.77
  Ep  460 | SR=0% | Steps=15.0 | R=-44.07
  Ep  470 | SR=0% | Steps=15.0 | R=-42.71
  Ep  480 | SR=0% | Steps=15.0 | R=-40.63
  Ep  490 | SR=0% | Steps=15.0 | R=-41.50
  Ep  500 | SR=0% | Steps=15.0 | R=-43.45
  Ep  510 | SR=0% | Steps=15.0 | R=-38.98
  Ep  520 | SR=0% | Steps=15.0 | R=-42.36
  Ep  530 | SR=0% | Steps=15.0 | R=-41.28
  Ep  540 | SR=0% | Steps=15.0 | R=-42.17
  Ep  550 | SR=0% | Steps=15.0 | R=-38.30
  Ep  560 | SR=0% | Steps=15.0 | R=-38.65
  Ep  570 | SR=0% | Steps=15.0 | R=-35.83
  Ep  580 | SR=0% | Steps=15.0 | R=-40.24
  Ep  590 | SR=0% | Steps=15.0 | R=-41.58
  Ep  600 | SR=0% | Steps=15.0 | R=-39.14
  Ep  610 | SR=0% | Steps=15.0 | R=-39.54
  Ep  620 | SR=0% | Steps=15.0 | R=-35.84
  Ep  630 | SR=0% | Steps=15.0 | R=-34.78
  Ep  640 | SR=0% | Steps=15.0 | R=-35.45
  Ep  650 | SR=0% | Steps=15.0 | R=-30.91
  Ep  660 | SR=0% | Steps=15.0 | R=-30.42
  Ep  670 | SR=0% | Steps=15.0 | R=-37.22
  Ep  680 | SR=0% | Steps=15.0 | R=-36.15
  Ep  690 | SR=0% | Steps=15.0 | R=-34.07
  Ep  700 | SR=0% | Steps=15.0 | R=-34.37
  Ep  710 | SR=0% | Steps=15.0 | R=-38.76
  Ep  720 | SR=0% | Steps=15.0 | R=-37.52
  Ep  730 | SR=0% | Steps=15.0 | R=-35.12
  Ep  740 | SR=0% | Steps=15.0 | R=-36.26
  Ep  750 | SR=0% | Steps=15.0 | R=-35.16
  Ep  760 | SR=0% | Steps=15.0 | R=-37.86
  Ep  770 | SR=0% | Steps=15.0 | R=-34.48
  Ep  780 | SR=0% | Steps=15.0 | R=-37.45
  Ep  790 | SR=0% | Steps=15.0 | R=-36.51
  Ep  800 | SR=0% | Steps=15.0 | R=-34.48
  Ep  810 | SR=0% | Steps=15.0 | R=-32.65
  Ep  820 | SR=0% | Steps=15.0 | R=-33.95
  Ep  830 | SR=0% | Steps=15.0 | R=-34.04
  Ep  840 | SR=0% | Steps=15.0 | R=-29.11
  Ep  850 | SR=0% | Steps=15.0 | R=-32.60
  Ep  860 | SR=0% | Steps=15.0 | R=-36.23
  Ep  870 | SR=0% | Steps=15.0 | R=-31.26
  Ep  880 | SR=0% | Steps=15.0 | R=-33.08
  Ep  890 | SR=0% | Steps=15.0 | R=-33.06
  Ep  900 | SR=0% | Steps=15.0 | R=-32.57
  Ep  910 | SR=0% | Steps=15.0 | R=-29.46
  Ep  920 | SR=0% | Steps=15.0 | R=-33.26
  Ep  930 | SR=0% | Steps=15.0 | R=-33.24
  Ep  940 | SR=0% | Steps=15.0 | R=-31.30
  Ep  950 | SR=0% | Steps=15.0 | R=-26.31
  Ep  960 | SR=0% | Steps=15.0 | R=-25.94
  Ep  970 | SR=0% | Steps=15.0 | R=-32.69
  Ep  980 | SR=0% | Steps=15.0 | R=-31.56
  Ep  990 | SR=0% | Steps=15.0 | R=-31.82
  Ep 1000 | SR=0% | Steps=15.0 | R=-30.74
  Ep 1010 | SR=0% | Steps=15.0 | R=-31.83
  Ep 1020 | SR=0% | Steps=15.0 | R=-27.44
  Ep 1030 | SR=0% | Steps=15.0 | R=-26.55
  Ep 1040 | SR=0% | Steps=15.0 | R=-22.09
  Ep 1050 | SR=0% | Steps=15.0 | R=-29.70
  Ep 1060 | SR=0% | Steps=15.0 | R=-29.23
  Ep 1070 | SR=0% | Steps=15.0 | R=-23.38
  Ep 1080 | SR=0% | Steps=15.0 | R=-18.55
  Ep 1090 | SR=0% | Steps=15.0 | R=-17.31
  Ep 1100 | SR=0% | Steps=15.0 | R=-18.53
  Ep 1110 | SR=0% | Steps=15.0 | R=-25.52
  Ep 1120 | SR=0% | Steps=15.0 | R=-17.83
  Ep 1130 | SR=0% | Steps=15.0 | R=-21.70
  Ep 1140 | SR=0% | Steps=15.0 | R=-24.41
  Ep 1150 | SR=0% | Steps=15.0 | R=-19.33
  Ep 1160 | SR=0% | Steps=15.0 | R=-12.05
  Ep 1170 | SR=0% | Steps=15.0 | R=-17.38
  Ep 1180 | SR=0% | Steps=15.0 | R=-20.61
  Ep 1190 | SR=0% | Steps=15.0 | R=-10.54
  Ep 1200 | SR=0% | Steps=15.0 | R=-26.34
  Ep 1210 | SR=0% | Steps=15.0 | R=-20.28
  Ep 1220 | SR=0% | Steps=15.0 | R=-14.08
  Ep 1230 | SR=0% | Steps=15.0 | R=-18.88
  Ep 1240 | SR=0% | Steps=15.0 | R=-19.78
  Ep 1250 | SR=0% | Steps=15.0 | R=-23.46
  Ep 1260 | SR=0% | Steps=15.0 | R=-24.29
  Ep 1270 | SR=0% | Steps=15.0 | R=-8.13
  Ep 1280 | SR=0% | Steps=15.0 | R=-19.95
  Ep 1290 | SR=0% | Steps=15.0 | R=-18.70
  Ep 1300 | SR=0% | Steps=15.0 | R=-25.09
  Ep 1310 | SR=0% | Steps=15.0 | R=-15.53
  Ep 1320 | SR=0% | Steps=15.0 | R=-9.24
  Ep 1330 | SR=0% | Steps=15.0 | R=-17.19
  Ep 1340 | SR=0% | Steps=15.0 | R=-11.50
  Ep 1350 | SR=0% | Steps=15.0 | R=-24.08
  Ep 1360 | SR=0% | Steps=15.0 | R=-33.88
  Ep 1370 | SR=0% | Steps=15.0 | R=-18.66
  Ep 1380 | SR=0% | Steps=15.0 | R=-22.77
  Ep 1390 | SR=0% | Steps=15.0 | R=-7.76
  Ep 1400 | SR=0% | Steps=15.0 | R=-12.38
  Ep 1410 | SR=0% | Steps=15.0 | R=-20.44
  Ep 1420 | SR=0% | Steps=15.0 | R=-11.84
  Ep 1430 | SR=0% | Steps=15.0 | R=-20.86
  Ep 1440 | SR=0% | Steps=15.0 | R=-18.72
  Ep 1450 | SR=0% | Steps=15.0 | R=-13.10
  Ep 1460 | SR=0% | Steps=15.0 | R=-22.39
  Ep 1470 | SR=0% | Steps=15.0 | R=-14.14
  Ep 1480 | SR=0% | Steps=15.0 | R=-26.25
  Ep 1490 | SR=0% | Steps=15.0 | R=-21.13
  Ep 1500 | SR=0% | Steps=15.0 | R=-16.94
  Ep 1510 | SR=0% | Steps=15.0 | R=-12.17
  Ep 1520 | SR=0% | Steps=15.0 | R=-20.54
  Ep 1530 | SR=0% | Steps=15.0 | R=-25.23
  Ep 1540 | SR=0% | Steps=15.0 | R=-21.43
  Ep 1550 | SR=0% | Steps=15.0 | R=-23.48
  Ep 1560 | SR=0% | Steps=15.0 | R=-28.15
  Ep 1570 | SR=0% | Steps=15.0 | R=-5.33
  Ep 1580 | SR=0% | Steps=15.0 | R=-13.58
  Ep 1590 | SR=0% | Steps=15.0 | R=-7.51
  Ep 1600 | SR=0% | Steps=15.0 | R=-19.60
  Ep 1610 | SR=0% | Steps=15.0 | R=-22.14
  Ep 1620 | SR=0% | Steps=15.0 | R=-14.99
  Ep 1630 | SR=0% | Steps=15.0 | R=-25.06
  Ep 1640 | SR=0% | Steps=15.0 | R=-16.12
  Ep 1650 | SR=0% | Steps=15.0 | R=-22.01
  Ep 1660 | SR=0% | Steps=15.0 | R=-15.67
  Ep 1670 | SR=0% | Steps=15.0 | R=-10.39
  Ep 1680 | SR=0% | Steps=15.0 | R=-17.00
  Ep 1690 | SR=0% | Steps=15.0 | R=-27.73
  Ep 1700 | SR=0% | Steps=15.0 | R=-12.24
  Ep 1710 | SR=0% | Steps=15.0 | R=-16.33
  Ep 1720 | SR=0% | Steps=15.0 | R=-15.34
  Ep 1730 | SR=0% | Steps=15.0 | R=-22.30
  Ep 1740 | SR=0% | Steps=15.0 | R=-19.78
  Ep 1750 | SR=0% | Steps=15.0 | R=-13.71
  Ep 1760 | SR=0% | Steps=15.0 | R=-8.37
  Ep 1770 | SR=0% | Steps=15.0 | R=-32.28
  Ep 1780 | SR=0% | Steps=15.0 | R=-22.64
  Ep 1790 | SR=0% | Steps=15.0 | R=-24.89
  Ep 1800 | SR=0% | Steps=15.0 | R=-23.52
  Ep 1810 | SR=0% | Steps=15.0 | R=-16.76
  Ep 1820 | SR=0% | Steps=15.0 | R=-14.22
  Ep 1830 | SR=0% | Steps=15.0 | R=-4.10
  Ep 1840 | SR=0% | Steps=15.0 | R=-14.61
  Ep 1850 | SR=0% | Steps=15.0 | R=-28.10
  Ep 1860 | SR=0% | Steps=15.0 | R=-11.83
  Ep 1870 | SR=0% | Steps=15.0 | R=-13.07
  Ep 1880 | SR=0% | Steps=15.0 | R=-20.78
  Ep 1890 | SR=0% | Steps=15.0 | R=-13.60
  Ep 1900 | SR=0% | Steps=15.0 | R=-24.25
  Ep 1910 | SR=0% | Steps=15.0 | R=-18.66
  Ep 1920 | SR=0% | Steps=15.0 | R=-15.12
  Ep 1930 | SR=0% | Steps=15.0 | R=-13.65
  Ep 1940 | SR=0% | Steps=15.0 | R=-22.58
  Ep 1950 | SR=0% | Steps=15.0 | R=-16.81
  Ep 1960 | SR=0% | Steps=15.0 | R=-22.53
  Ep 1970 | SR=0% | Steps=15.0 | R=-19.79
  Ep 1980 | SR=0% | Steps=15.0 | R=-18.64
  Ep 1990 | SR=0% | Steps=15.0 | R=-15.89
  Ep 2000 | SR=0% | Steps=15.0 | R=-9.65
  Ep 2010 | SR=0% | Steps=15.0 | R=-13.40
  Ep 2020 | SR=0% | Steps=15.0 | R=-22.70
  Ep 2030 | SR=0% | Steps=15.0 | R=-21.73
  Ep 2040 | SR=0% | Steps=15.0 | R=-10.73
  Ep 2050 | SR=0% | Steps=15.0 | R=-17.43
  Ep 2060 | SR=0% | Steps=15.0 | R=-27.84
  Ep 2070 | SR=0% | Steps=15.0 | R=-10.78
  Ep 2080 | SR=0% | Steps=15.0 | R=-16.43
  Ep 2090 | SR=0% | Steps=15.0 | R=-12.72
  Ep 2100 | SR=0% | Steps=15.0 | R=-13.89
  Ep 2110 | SR=0% | Steps=15.0 | R=-21.33
  Ep 2120 | SR=0% | Steps=15.0 | R=-15.67
  Ep 2130 | SR=0% | Steps=15.0 | R=-25.59
  Ep 2140 | SR=0% | Steps=15.0 | R=-14.41
  Ep 2150 | SR=0% | Steps=15.0 | R=-14.14
  Ep 2160 | SR=0% | Steps=15.0 | R=-21.06
  Ep 2170 | SR=0% | Steps=15.0 | R=-7.45
  Ep 2180 | SR=0% | Steps=15.0 | R=-22.34
  Ep 2190 | SR=0% | Steps=15.0 | R=-13.57
  Ep 2200 | SR=0% | Steps=15.0 | R=-27.08
  Ep 2210 | SR=0% | Steps=15.0 | R=-16.74
  Ep 2220 | SR=0% | Steps=15.0 | R=-22.29
  Ep 2230 | SR=0% | Steps=15.0 | R=-15.07
  Ep 2240 | SR=0% | Steps=15.0 | R=-20.49
  Ep 2250 | SR=0% | Steps=15.0 | R=-22.11
  Ep 2260 | SR=0% | Steps=15.0 | R=-8.94
  Ep 2270 | SR=0% | Steps=15.0 | R=-17.84
  Ep 2280 | SR=0% | Steps=15.0 | R=-18.43
  Ep 2290 | SR=0% | Steps=15.0 | R=-27.26
  Ep 2300 | SR=0% | Steps=15.0 | R=-25.62
  Ep 2310 | SR=0% | Steps=15.0 | R=-19.74
  Ep 2320 | SR=0% | Steps=15.0 | R=-18.33
  Ep 2330 | SR=0% | Steps=15.0 | R=-15.71
  Ep 2340 | SR=0% | Steps=15.0 | R=-11.71
  Ep 2350 | SR=0% | Steps=15.0 | R=-18.58
  Ep 2360 | SR=0% | Steps=15.0 | R=-9.14
  Ep 2370 | SR=0% | Steps=15.0 | R=-24.88
  Ep 2380 | SR=0% | Steps=15.0 | R=-14.08
  Ep 2390 | SR=0% | Steps=15.0 | R=-21.67
  Ep 2400 | SR=0% | Steps=15.0 | R=-14.93
  Ep 2410 | SR=0% | Steps=15.0 | R=-27.30
  Ep 2420 | SR=0% | Steps=15.0 | R=-19.96
  Ep 2430 | SR=0% | Steps=15.0 | R=-16.42
  Ep 2440 | SR=0% | Steps=15.0 | R=-30.23
  Ep 2450 | SR=0% | Steps=15.0 | R=-5.63
  Ep 2460 | SR=0% | Steps=15.0 | R=-8.83
  Ep 2470 | SR=0% | Steps=15.0 | R=-8.85
  Ep 2480 | SR=0% | Steps=15.0 | R=-10.69
  Ep 2490 | SR=0% | Steps=15.0 | R=-13.68
  Ep 2500 | SR=0% | Steps=15.0 | R=-23.74
  Ep 2510 | SR=0% | Steps=15.0 | R=-21.70
  Ep 2520 | SR=0% | Steps=15.0 | R=-17.38
  Ep 2530 | SR=0% | Steps=15.0 | R=-14.77
  Ep 2540 | SR=0% | Steps=15.0 | R=-21.04
  Ep 2550 | SR=0% | Steps=15.0 | R=-19.99
  Ep 2560 | SR=0% | Steps=15.0 | R=-11.93
  Ep 2570 | SR=0% | Steps=15.0 | R=-34.98
  Ep 2580 | SR=0% | Steps=15.0 | R=-14.80
  Ep 2590 | SR=0% | Steps=15.0 | R=-15.32
  Ep 2600 | SR=0% | Steps=15.0 | R=-16.09
  Ep 2610 | SR=0% | Steps=15.0 | R=-18.15
  Ep 2620 | SR=0% | Steps=15.0 | R=-17.27
  Ep 2630 | SR=0% | Steps=15.0 | R=-14.37
  Ep 2640 | SR=0% | Steps=15.0 | R=-17.13
  Ep 2650 | SR=0% | Steps=15.0 | R=-16.13
  Ep 2660 | SR=0% | Steps=15.0 | R=-17.82
  Ep 2670 | SR=0% | Steps=15.0 | R=-25.16
  Ep 2680 | SR=0% | Steps=15.0 | R=-19.77
  Ep 2690 | SR=0% | Steps=15.0 | R=-14.22
  Ep 2700 | SR=0% | Steps=15.0 | R=-21.45
  Ep 2710 | SR=0% | Steps=15.0 | R=-13.87
  Ep 2720 | SR=0% | Steps=15.0 | R=-12.75
  Ep 2730 | SR=0% | Steps=15.0 | R=-10.67
  Ep 2740 | SR=0% | Steps=15.0 | R=-21.86
  Ep 2750 | SR=0% | Steps=15.0 | R=-13.30
  Ep 2760 | SR=0% | Steps=15.0 | R=-20.15
  Ep 2770 | SR=0% | Steps=15.0 | R=-17.38
  Ep 2780 | SR=0% | Steps=15.0 | R=-6.80
  Ep 2790 | SR=0% | Steps=15.0 | R=-22.63
  Ep 2800 | SR=0% | Steps=15.0 | R=-18.15
  Ep 2810 | SR=0% | Steps=15.0 | R=-26.04
  Ep 2820 | SR=0% | Steps=15.0 | R=-16.38
  Ep 2830 | SR=0% | Steps=15.0 | R=-16.92
  Ep 2840 | SR=0% | Steps=15.0 | R=-12.24
  Ep 2850 | SR=0% | Steps=15.0 | R=-19.34
  Ep 2860 | SR=0% | Steps=15.0 | R=-28.27
  Ep 2870 | SR=0% | Steps=15.0 | R=-25.45
  Ep 2880 | SR=0% | Steps=15.0 | R=-21.85
  Ep 2890 | SR=0% | Steps=15.0 | R=-18.84
  Ep 2900 | SR=0% | Steps=15.0 | R=-19.11
  Ep 2910 | SR=0% | Steps=15.0 | R=-17.01
  Ep 2920 | SR=0% | Steps=15.0 | R=-27.28
  Ep 2930 | SR=0% | Steps=15.0 | R=-7.25
  Ep 2940 | SR=0% | Steps=15.0 | R=-21.02
  Ep 2950 | SR=0% | Steps=15.0 | R=-12.93
  Ep 2960 | SR=0% | Steps=15.0 | R=-11.08
  Ep 2970 | SR=0% | Steps=15.0 | R=-16.76
  Ep 2980 | SR=0% | Steps=15.0 | R=-16.70
  Ep 2990 | SR=0% | Steps=15.0 | R=-13.87
  Ep 3000 | SR=0% | Steps=15.0 | R=-27.51
  Ep 3010 | SR=0% | Steps=15.0 | R=-16.29
  Ep 3020 | SR=0% | Steps=15.0 | R=-9.57
  Ep 3030 | SR=0% | Steps=15.0 | R=-18.90
  Ep 3040 | SR=0% | Steps=15.0 | R=-11.15
  Ep 3050 | SR=0% | Steps=15.0 | R=-13.45
  Ep 3060 | SR=0% | Steps=15.0 | R=-21.09
  Ep 3070 | SR=0% | Steps=15.0 | R=-21.18
  Ep 3080 | SR=0% | Steps=15.0 | R=-24.96
  Ep 3090 | SR=0% | Steps=15.0 | R=-20.34
  Ep 3100 | SR=0% | Steps=15.0 | R=-20.15
  Ep 3110 | SR=0% | Steps=15.0 | R=-10.09
  Ep 3120 | SR=0% | Steps=15.0 | R=-17.17
  Ep 3130 | SR=0% | Steps=15.0 | R=-12.96
  Ep 3140 | SR=0% | Steps=15.0 | R=-13.77
  Ep 3150 | SR=0% | Steps=15.0 | R=-17.63
  Ep 3160 | SR=0% | Steps=15.0 | R=-17.89
  Ep 3170 | SR=0% | Steps=15.0 | R=-21.00
  Ep 3180 | SR=0% | Steps=15.0 | R=-18.87
  Ep 3190 | SR=0% | Steps=15.0 | R=-13.64
  Ep 3200 | SR=0% | Steps=15.0 | R=-15.68
  Ep 3210 | SR=0% | Steps=15.0 | R=-10.37
  Ep 3220 | SR=0% | Steps=15.0 | R=-8.80
  Ep 3230 | SR=0% | Steps=15.0 | R=-15.46
  Ep 3240 | SR=0% | Steps=15.0 | R=-26.49
  Ep 3250 | SR=0% | Steps=15.0 | R=-22.13
  Ep 3260 | SR=0% | Steps=15.0 | R=-24.62
  Ep 3270 | SR=0% | Steps=15.0 | R=-8.92
  Ep 3280 | SR=0% | Steps=15.0 | R=-19.02
  Ep 3290 | SR=0% | Steps=15.0 | R=-12.13
  Ep 3300 | SR=0% | Steps=15.0 | R=-14.76
  Ep 3310 | SR=0% | Steps=15.0 | R=-11.24
  Ep 3320 | SR=0% | Steps=15.0 | R=-0.30
  Ep 3330 | SR=0% | Steps=15.0 | R=-18.70
  Ep 3340 | SR=0% | Steps=15.0 | R=-13.29
  Ep 3350 | SR=0% | Steps=15.0 | R=-19.39
  Ep 3360 | SR=0% | Steps=15.0 | R=-23.35
  Ep 3370 | SR=0% | Steps=15.0 | R=-9.42
  Ep 3380 | SR=0% | Steps=15.0 | R=-22.17
  Ep 3390 | SR=0% | Steps=15.0 | R=-13.27
  Ep 3400 | SR=0% | Steps=15.0 | R=-9.39
  Ep 3410 | SR=0% | Steps=15.0 | R=-9.04
  Ep 3420 | SR=0% | Steps=15.0 | R=-8.92
  Ep 3430 | SR=0% | Steps=15.0 | R=-15.76
  Ep 3440 | SR=0% | Steps=15.0 | R=-11.57
  Ep 3450 | SR=0% | Steps=15.0 | R=-10.09
  Ep 3460 | SR=0% | Steps=15.0 | R=-12.73
  Ep 3470 | SR=0% | Steps=15.0 | R=-4.47
  Ep 3480 | SR=0% | Steps=15.0 | R=-8.54
  Ep 3490 | SR=0% | Steps=15.0 | R=-26.04
  Ep 3500 | SR=0% | Steps=15.0 | R=-12.68
  Ep 3510 | SR=0% | Steps=15.0 | R=-13.24
  Ep 3520 | SR=0% | Steps=15.0 | R=-23.89
  Ep 3530 | SR=0% | Steps=15.0 | R=-19.61
  Ep 3540 | SR=0% | Steps=15.0 | R=-15.65
  Ep 3550 | SR=0% | Steps=15.0 | R=-14.69
  Ep 3560 | SR=0% | Steps=15.0 | R=-26.71
  Ep 3570 | SR=0% | Steps=15.0 | R=-23.92
  Ep 3580 | SR=0% | Steps=15.0 | R=-15.67
  Ep 3590 | SR=0% | Steps=15.0 | R=-13.44
  Ep 3600 | SR=0% | Steps=15.0 | R=-23.23
  Ep 3610 | SR=0% | Steps=15.0 | R=-20.11
  Ep 3620 | SR=0% | Steps=15.0 | R=-16.09
  Ep 3630 | SR=0% | Steps=15.0 | R=-18.10
  Ep 3640 | SR=0% | Steps=15.0 | R=-20.51
  Ep 3650 | SR=0% | Steps=15.0 | R=-24.14
  Ep 3660 | SR=0% | Steps=15.0 | R=-18.58
  Ep 3670 | SR=0% | Steps=15.0 | R=-18.00
  Ep 3680 | SR=0% | Steps=15.0 | R=-14.31
  Ep 3690 | SR=0% | Steps=15.0 | R=-15.12
  Ep 3700 | SR=0% | Steps=15.0 | R=-22.02
  Ep 3710 | SR=0% | Steps=15.0 | R=-20.97
  Ep 3720 | SR=0% | Steps=15.0 | R=-16.16
  Ep 3730 | SR=0% | Steps=15.0 | R=-10.79
  Ep 3740 | SR=0% | Steps=15.0 | R=-21.82
  Ep 3750 | SR=0% | Steps=15.0 | R=-17.16
  Ep 3760 | SR=0% | Steps=15.0 | R=-22.11
  Ep 3770 | SR=0% | Steps=15.0 | R=-18.53
  Ep 3780 | SR=0% | Steps=15.0 | R=-19.34
  Ep 3790 | SR=0% | Steps=15.0 | R=-18.41
  Ep 3800 | SR=0% | Steps=15.0 | R=-13.92
  Ep 3810 | SR=0% | Steps=15.0 | R=-22.96
  Ep 3820 | SR=0% | Steps=15.0 | R=-22.47
  Ep 3830 | SR=0% | Steps=15.0 | R=-11.46
  Ep 3840 | SR=0% | Steps=15.0 | R=-10.27
  Ep 3850 | SR=0% | Steps=15.0 | R=-11.29
  Ep 3860 | SR=0% | Steps=15.0 | R=-3.08
  Ep 3870 | SR=0% | Steps=15.0 | R=-14.06
  Ep 3880 | SR=0% | Steps=15.0 | R=-28.35
  Ep 3890 | SR=0% | Steps=15.0 | R=-23.55
  Ep 3900 | SR=0% | Steps=15.0 | R=-9.43
  Ep 3910 | SR=0% | Steps=15.0 | R=-16.31
  Ep 3920 | SR=0% | Steps=15.0 | R=-13.57
  Ep 3930 | SR=0% | Steps=15.0 | R=-12.30
  Ep 3940 | SR=0% | Steps=15.0 | R=-8.49
  Ep 3950 | SR=0% | Steps=15.0 | R=-14.24
  Ep 3960 | SR=0% | Steps=15.0 | R=-16.81
  Ep 3970 | SR=0% | Steps=15.0 | R=-23.53
  Ep 3980 | SR=0% | Steps=15.0 | R=-18.16
  Ep 3990 | SR=0% | Steps=15.0 | R=-16.88
  Ep 4000 | SR=0% | Steps=15.0 | R=-18.50
  Ep 4010 | SR=0% | Steps=15.0 | R=-12.63
  Ep 4020 | SR=0% | Steps=15.0 | R=-19.24
  Ep 4030 | SR=0% | Steps=15.0 | R=-12.50
  Ep 4040 | SR=0% | Steps=15.0 | R=-19.33
  Ep 4050 | SR=0% | Steps=15.0 | R=-21.62
  Ep 4060 | SR=0% | Steps=15.0 | R=-21.16
  Ep 4070 | SR=0% | Steps=15.0 | R=-17.78
  Ep 4080 | SR=0% | Steps=15.0 | R=-13.82
  Ep 4090 | SR=0% | Steps=15.0 | R=-14.21
  Ep 4100 | SR=0% | Steps=15.0 | R=-5.65
  Ep 4110 | SR=0% | Steps=15.0 | R=-20.93
  Ep 4120 | SR=0% | Steps=15.0 | R=-5.01
  Ep 4130 | SR=0% | Steps=15.0 | R=-13.89
  Ep 4140 | SR=0% | Steps=15.0 | R=-24.36
  Ep 4150 | SR=0% | Steps=15.0 | R=-7.75
  Ep 4160 | SR=0% | Steps=15.0 | R=-7.46
  Ep 4170 | SR=0% | Steps=15.0 | R=-15.07
  Ep 4180 | SR=0% | Steps=15.0 | R=-18.02
  Ep 4190 | SR=0% | Steps=15.0 | R=-22.40
  Ep 4200 | SR=0% | Steps=15.0 | R=-21.75
  Ep 4210 | SR=0% | Steps=15.0 | R=-31.69
  Ep 4220 | SR=0% | Steps=15.0 | R=-24.99
  Ep 4230 | SR=0% | Steps=15.0 | R=-17.15
  Ep 4240 | SR=0% | Steps=15.0 | R=-15.55
  Ep 4250 | SR=0% | Steps=15.0 | R=-14.45
  Ep 4260 | SR=0% | Steps=15.0 | R=-22.91
  Ep 4270 | SR=0% | Steps=15.0 | R=-11.41
  Ep 4280 | SR=0% | Steps=15.0 | R=-11.48
  Ep 4290 | SR=0% | Steps=15.0 | R=-25.56
