/home/neet/.pyenv/versions/3.13.12/lib/python3.13/site-packages/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run TRPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
============================================================
 SeqSQLi v2 — TRPO Training
 URL         : http://localhost:8888/Less-1/
 Filter type : none
 Mode        : online-WAF (dual-signal: union+error)
 Payload pool: 108 validated from payloads_union_less1.csv
               (union=108, error=0)
 Timesteps   : 150000
 Target KL   : 0.01
 Seed        : 2
============================================================
  Ep   10 | SR=0% | Steps=15.0 | R=-45.26
  Ep  370 | SR=0% | Steps=15.0 | R=-41.01
  Ep  380 | SR=0% | Steps=15.0 | R=-43.91
  Ep  390 | SR=0% | Steps=15.0 | R=-43.62
  Ep  400 | SR=0% | Steps=15.0 | R=-43.70
  Ep  410 | SR=0% | Steps=15.0 | R=-43.85
  Ep  420 | SR=0% | Steps=15.0 | R=-43.23
  Ep  430 | SR=0% | Steps=15.0 | R=-43.39
  Ep  440 | SR=0% | Steps=15.0 | R=-42.36
  Ep  450 | SR=0% | Steps=15.0 | R=-43.17
  Ep  460 | SR=0% | Steps=15.0 | R=-41.08
  Ep  470 | SR=0% | Steps=15.0 | R=-43.75
  Ep  480 | SR=0% | Steps=15.0 | R=-39.73
  Ep  490 | SR=0% | Steps=15.0 | R=-42.25
  Ep  500 | SR=0% | Steps=15.0 | R=-44.25
  Ep  510 | SR=0% | Steps=15.0 | R=-42.52
  Ep  520 | SR=0% | Steps=15.0 | R=-41.23
  Ep  530 | SR=0% | Steps=15.0 | R=-42.84
  Ep  540 | SR=0% | Steps=15.0 | R=-38.75
  Ep  550 | SR=0% | Steps=15.0 | R=-37.35
  Ep  560 | SR=0% | Steps=15.0 | R=-43.31
  Ep  570 | SR=0% | Steps=15.0 | R=-41.36
  Ep  580 | SR=0% | Steps=15.0 | R=-41.63
  Ep  590 | SR=0% | Steps=15.0 | R=-34.35
  Ep  600 | SR=0% | Steps=15.0 | R=-39.41
  Ep  610 | SR=0% | Steps=15.0 | R=-40.42
  Ep  620 | SR=0% | Steps=15.0 | R=-30.99
  Ep  630 | SR=0% | Steps=15.0 | R=-38.78
  Ep  640 | SR=0% | Steps=15.0 | R=-36.94
  Ep  650 | SR=0% | Steps=15.0 | R=-38.35
  Ep  660 | SR=0% | Steps=15.0 | R=-35.01
  Ep  670 | SR=0% | Steps=15.0 | R=-35.72
  Ep  680 | SR=0% | Steps=15.0 | R=-37.56
  Ep  690 | SR=0% | Steps=15.0 | R=-33.30
  Ep  700 | SR=0% | Steps=15.0 | R=-37.57
  Ep  710 | SR=0% | Steps=15.0 | R=-35.67
  Ep  720 | SR=0% | Steps=15.0 | R=-38.85
  Ep  730 | SR=0% | Steps=15.0 | R=-37.51
  Ep  740 | SR=0% | Steps=15.0 | R=-33.35
  Ep  750 | SR=0% | Steps=15.0 | R=-37.67
  Ep  760 | SR=0% | Steps=15.0 | R=-30.07
  Ep  770 | SR=0% | Steps=15.0 | R=-33.81
  Ep  780 | SR=0% | Steps=15.0 | R=-35.45
  Ep  790 | SR=0% | Steps=15.0 | R=-32.94
  Ep  800 | SR=0% | Steps=15.0 | R=-32.54
  Ep  810 | SR=0% | Steps=15.0 | R=-31.24
  Ep  820 | SR=0% | Steps=15.0 | R=-27.83
  Ep  830 | SR=0% | Steps=15.0 | R=-28.83
  Ep  840 | SR=0% | Steps=15.0 | R=-30.19
  Ep  850 | SR=0% | Steps=15.0 | R=-26.99
  Ep  860 | SR=0% | Steps=15.0 | R=-28.20
  Ep  870 | SR=0% | Steps=15.0 | R=-33.14
  Ep  880 | SR=0% | Steps=15.0 | R=-27.10
  Ep  890 | SR=0% | Steps=15.0 | R=-31.24
  Ep  900 | SR=0% | Steps=15.0 | R=-28.31
  Ep  910 | SR=0% | Steps=15.0 | R=-29.66
  Ep  920 | SR=0% | Steps=15.0 | R=-28.83
  Ep  930 | SR=0% | Steps=15.0 | R=-28.99
  Ep  940 | SR=0% | Steps=15.0 | R=-33.36
  Ep  950 | SR=0% | Steps=15.0 | R=-28.41
  Ep  960 | SR=0% | Steps=15.0 | R=-26.28
  Ep  970 | SR=0% | Steps=15.0 | R=-25.61
  Ep  980 | SR=0% | Steps=15.0 | R=-26.58
  Ep  990 | SR=0% | Steps=15.0 | R=-30.97
  Ep 1000 | SR=0% | Steps=15.0 | R=-30.76
  Ep 1010 | SR=0% | Steps=15.0 | R=-21.94
  Ep 1020 | SR=0% | Steps=15.0 | R=-25.15
  Ep 1030 | SR=0% | Steps=15.0 | R=-23.27
  Ep 1040 | SR=0% | Steps=15.0 | R=-23.28
  Ep 1050 | SR=0% | Steps=15.0 | R=-20.05
  Ep 1060 | SR=0% | Steps=15.0 | R=-24.96
  Ep 1070 | SR=0% | Steps=15.0 | R=-17.99
  Ep 1080 | SR=0% | Steps=15.0 | R=-22.95
  Ep 1090 | SR=0% | Steps=15.0 | R=-26.99
  Ep 1100 | SR=0% | Steps=15.0 | R=-23.51
  Ep 1110 | SR=0% | Steps=15.0 | R=-18.73
  Ep 1120 | SR=0% | Steps=15.0 | R=-18.30
  Ep 1130 | SR=0% | Steps=15.0 | R=-21.71
  Ep 1140 | SR=0% | Steps=15.0 | R=-22.37
  Ep 1150 | SR=0% | Steps=15.0 | R=-16.90
  Ep 1160 | SR=0% | Steps=15.0 | R=-20.27
  Ep 1170 | SR=0% | Steps=15.0 | R=-22.07
  Ep 1180 | SR=0% | Steps=15.0 | R=-22.46
  Ep 1190 | SR=0% | Steps=15.0 | R=-14.87
  Ep 1200 | SR=0% | Steps=15.0 | R=-22.01
  Ep 1210 | SR=0% | Steps=15.0 | R=-11.82
  Ep 1220 | SR=0% | Steps=15.0 | R=-21.37
  Ep 1230 | SR=0% | Steps=15.0 | R=-23.71
  Ep 1240 | SR=0% | Steps=15.0 | R=-20.09
  Ep 1250 | SR=0% | Steps=15.0 | R=-21.06
  Ep 1260 | SR=0% | Steps=15.0 | R=-24.28
  Ep 1270 | SR=0% | Steps=15.0 | R=-18.93
  Ep 1280 | SR=0% | Steps=15.0 | R=-21.97
  Ep 1290 | SR=0% | Steps=15.0 | R=-18.01
  Ep 1300 | SR=0% | Steps=15.0 | R=-21.69
  Ep 1310 | SR=0% | Steps=15.0 | R=-21.12
  Ep 1320 | SR=0% | Steps=15.0 | R=-18.00
  Ep 1330 | SR=0% | Steps=15.0 | R=-15.48
  Ep 1340 | SR=0% | Steps=15.0 | R=-14.84
  Ep 1350 | SR=0% | Steps=15.0 | R=-11.45
  Ep 1360 | SR=0% | Steps=15.0 | R=-17.91
  Ep 1370 | SR=0% | Steps=15.0 | R=-18.52
  Ep 1380 | SR=0% | Steps=15.0 | R=-17.76
  Ep 1390 | SR=0% | Steps=15.0 | R=-10.21
  Ep 1400 | SR=0% | Steps=15.0 | R=-17.78
  Ep 1410 | SR=0% | Steps=15.0 | R=-12.26
  Ep 1420 | SR=0% | Steps=15.0 | R=-22.45
  Ep 1430 | SR=0% | Steps=15.0 | R=-22.89
  Ep 1440 | SR=0% | Steps=15.0 | R=-19.68
  Ep 1450 | SR=0% | Steps=15.0 | R=-16.39
  Ep 1460 | SR=0% | Steps=15.0 | R=-20.74
  Ep 1470 | SR=0% | Steps=15.0 | R=-11.85
  Ep 1480 | SR=0% | Steps=15.0 | R=-16.77
  Ep 1490 | SR=0% | Steps=15.0 | R=-18.70
  Ep 1500 | SR=0% | Steps=15.0 | R=-17.36
  Ep 1510 | SR=0% | Steps=15.0 | R=-11.52
  Ep 1520 | SR=0% | Steps=15.0 | R=-5.02
  Ep 1530 | SR=0% | Steps=15.0 | R=-12.95
  Ep 1540 | SR=0% | Steps=15.0 | R=-21.65
  Ep 1550 | SR=0% | Steps=15.0 | R=-16.48
  Ep 1560 | SR=0% | Steps=15.0 | R=-15.25
  Ep 1570 | SR=0% | Steps=15.0 | R=-2.24
  Ep 1580 | SR=0% | Steps=15.0 | R=-9.26
  Ep 1590 | SR=0% | Steps=15.0 | R=-11.63
  Ep 1600 | SR=0% | Steps=15.0 | R=-11.46
  Ep 1610 | SR=0% | Steps=15.0 | R=-7.51
  Ep 1620 | SR=0% | Steps=15.0 | R=-23.30
  Ep 1630 | SR=0% | Steps=15.0 | R=-14.66
  Ep 1640 | SR=0% | Steps=15.0 | R=-7.39
  Ep 1650 | SR=0% | Steps=15.0 | R=-6.26
  Ep 1660 | SR=0% | Steps=15.0 | R=-13.10
  Ep 1670 | SR=0% | Steps=15.0 | R=-21.10
  Ep 1680 | SR=0% | Steps=15.0 | R=-26.66
  Ep 1690 | SR=0% | Steps=15.0 | R=-17.43
  Ep 1700 | SR=0% | Steps=15.0 | R=-20.38
  Ep 1710 | SR=0% | Steps=15.0 | R=-17.01
  Ep 1720 | SR=0% | Steps=15.0 | R=-13.66
  Ep 1730 | SR=0% | Steps=15.0 | R=-15.23
  Ep 1740 | SR=0% | Steps=15.0 | R=-10.14
  Ep 1750 | SR=0% | Steps=15.0 | R=-17.73
  Ep 1760 | SR=0% | Steps=15.0 | R=-18.35
  Ep 1770 | SR=0% | Steps=15.0 | R=-18.86
  Ep 1780 | SR=0% | Steps=15.0 | R=-11.87
  Ep 1790 | SR=0% | Steps=15.0 | R=-7.01
  Ep 1800 | SR=0% | Steps=15.0 | R=-8.79
  Ep 1810 | SR=0% | Steps=15.0 | R=-13.27
  Ep 1820 | SR=0% | Steps=15.0 | R=-22.43
  Ep 1830 | SR=0% | Steps=15.0 | R=-9.43
  Ep 1840 | SR=0% | Steps=15.0 | R=-15.47
  Ep 1850 | SR=0% | Steps=15.0 | R=-7.29
  Ep 1860 | SR=0% | Steps=15.0 | R=-9.31
  Ep 1870 | SR=0% | Steps=15.0 | R=-4.75
  Ep 1880 | SR=0% | Steps=15.0 | R=-1.28
  Ep 1890 | SR=0% | Steps=15.0 | R=-16.30
  Ep 1900 | SR=0% | Steps=15.0 | R=-8.18
  Ep 1910 | SR=0% | Steps=15.0 | R=-21.43
  Ep 1920 | SR=0% | Steps=15.0 | R=-9.82
  Ep 1930 | SR=0% | Steps=15.0 | R=-4.54
  Ep 1940 | SR=0% | Steps=15.0 | R=-13.03
  Ep 1950 | SR=0% | Steps=15.0 | R=-10.15
  Ep 1960 | SR=0% | Steps=15.0 | R=-7.93
  Ep 1970 | SR=0% | Steps=15.0 | R=-15.08
  Ep 1980 | SR=0% | Steps=15.0 | R=-10.04
  Ep 1990 | SR=0% | Steps=15.0 | R=-21.80
  Ep 2000 | SR=0% | Steps=15.0 | R=-6.00
  Ep 2010 | SR=0% | Steps=15.0 | R=-7.81
  Ep 2020 | SR=0% | Steps=15.0 | R=-8.27
  Ep 2030 | SR=0% | Steps=15.0 | R=-3.60
  Ep 2040 | SR=0% | Steps=15.0 | R=-13.14
  Ep 2050 | SR=0% | Steps=15.0 | R=-12.12
  Ep 2060 | SR=0% | Steps=15.0 | R=-12.24
  Ep 2070 | SR=0% | Steps=15.0 | R=-11.84
  Ep 2080 | SR=0% | Steps=15.0 | R=-11.84
  Ep 2090 | SR=0% | Steps=15.0 | R=-9.95
  Ep 2100 | SR=0% | Steps=15.0 | R=-15.46
  Ep 2110 | SR=0% | Steps=15.0 | R=-11.29
  Ep 2120 | SR=0% | Steps=15.0 | R=-13.52
  Ep 2130 | SR=0% | Steps=15.0 | R=-15.92
  Ep 2140 | SR=0% | Steps=15.0 | R=-16.39
  Ep 2150 | SR=0% | Steps=15.0 | R=-6.86
  Ep 2160 | SR=0% | Steps=15.0 | R=-17.95
  Ep 2170 | SR=0% | Steps=15.0 | R=-3.04
  Ep 2180 | SR=0% | Steps=15.0 | R=-0.03
  Ep 2190 | SR=0% | Steps=15.0 | R=-14.96
  Ep 2200 | SR=0% | Steps=15.0 | R=-23.07
  Ep 2210 | SR=0% | Steps=15.0 | R=-9.44
  Ep 2220 | SR=0% | Steps=15.0 | R=-9.41
  Ep 2230 | SR=0% | Steps=15.0 | R=-8.85
  Ep 2240 | SR=0% | Steps=15.0 | R=-11.28
  Ep 2250 | SR=0% | Steps=15.0 | R=-15.39
  Ep 2260 | SR=0% | Steps=15.0 | R=-11.92
  Ep 2270 | SR=0% | Steps=15.0 | R=-1.58
  Ep 2280 | SR=0% | Steps=15.0 | R=-9.66
  Ep 2290 | SR=0% | Steps=15.0 | R=-12.33
  Ep 2300 | SR=0% | Steps=15.0 | R=-3.85
  Ep 2310 | SR=0% | Steps=15.0 | R=-14.40
  Ep 2320 | SR=0% | Steps=15.0 | R=-13.45
  Ep 2330 | SR=0% | Steps=15.0 | R=-18.65
  Ep 2340 | SR=0% | Steps=15.0 | R=-12.77
  Ep 2350 | SR=0% | Steps=15.0 | R=-8.29
  Ep 2360 | SR=0% | Steps=15.0 | R=-13.75
  Ep 2370 | SR=0% | Steps=15.0 | R=-10.04
  Ep 2380 | SR=0% | Steps=15.0 | R=-15.01
  Ep 2390 | SR=0% | Steps=15.0 | R=-13.41
  Ep 2400 | SR=0% | Steps=15.0 | R=-10.87
  Ep 2410 | SR=0% | Steps=15.0 | R=-17.12
  Ep 2420 | SR=0% | Steps=15.0 | R=-12.61
  Ep 2430 | SR=0% | Steps=15.0 | R=-13.68
  Ep 2440 | SR=0% | Steps=15.0 | R=-10.38
  Ep 2450 | SR=0% | Steps=15.0 | R=-22.15
  Ep 2460 | SR=0% | Steps=15.0 | R=-15.39
  Ep 2470 | SR=0% | Steps=15.0 | R=-4.66
  Ep 2480 | SR=0% | Steps=15.0 | R=-8.37
  Ep 2490 | SR=0% | Steps=15.0 | R=-14.52
  Ep 2500 | SR=0% | Steps=15.0 | R=-13.65
  Ep 2510 | SR=0% | Steps=15.0 | R=-10.12
  Ep 2520 | SR=0% | Steps=15.0 | R=-17.99
  Ep 2530 | SR=0% | Steps=15.0 | R=-11.40
  Ep 2540 | SR=0% | Steps=15.0 | R=-6.32
  Ep 2550 | SR=0% | Steps=15.0 | R=-20.41
  Ep 2560 | SR=0% | Steps=15.0 | R=-8.14
  Ep 2570 | SR=0% | Steps=15.0 | R=-11.84
  Ep 2580 | SR=0% | Steps=15.0 | R=-9.93
  Ep 2590 | SR=0% | Steps=15.0 | R=-17.51
  Ep 2600 | SR=0% | Steps=15.0 | R=-10.26
  Ep 2610 | SR=0% | Steps=15.0 | R=-17.52
  Ep 2620 | SR=0% | Steps=15.0 | R=-19.83
  Ep 2630 | SR=0% | Steps=15.0 | R=-13.68
  Ep 2640 | SR=0% | Steps=15.0 | R=-2.93
  Ep 2650 | SR=0% | Steps=15.0 | R=-15.59
  Ep 2660 | SR=0% | Steps=15.0 | R=-7.47
  Ep 2670 | SR=0% | Steps=15.0 | R=-20.87
  Ep 2680 | SR=0% | Steps=15.0 | R=-13.64
  Ep 2690 | SR=0% | Steps=15.0 | R=-5.89
  Ep 2700 | SR=0% | Steps=15.0 | R=-16.32
  Ep 2710 | SR=0% | Steps=15.0 | R=-15.24
  Ep 2720 | SR=0% | Steps=15.0 | R=-14.88
  Ep 2730 | SR=0% | Steps=15.0 | R=-11.34
  Ep 2740 | SR=0% | Steps=15.0 | R=-13.08
  Ep 2750 | SR=0% | Steps=15.0 | R=-5.07
  Ep 2760 | SR=0% | Steps=15.0 | R=-18.36
  Ep 2770 | SR=0% | Steps=15.0 | R=-12.98
  Ep 2780 | SR=0% | Steps=15.0 | R=-21.77
  Ep 2790 | SR=0% | Steps=15.0 | R=-16.09
  Ep 2800 | SR=0% | Steps=15.0 | R=-8.77
  Ep 2810 | SR=0% | Steps=15.0 | R=-10.70
  Ep 2820 | SR=0% | Steps=15.0 | R=-9.78
  Ep 2830 | SR=0% | Steps=15.0 | R=-13.91
  Ep 2840 | SR=0% | Steps=15.0 | R=-4.03
  Ep 2850 | SR=0% | Steps=15.0 | R=-0.83
  Ep 2860 | SR=0% | Steps=15.0 | R=-6.56
  Ep 2870 | SR=0% | Steps=15.0 | R=-13.48
  Ep 2880 | SR=0% | Steps=15.0 | R=-8.80
  Ep 2890 | SR=0% | Steps=15.0 | R=-18.91
  Ep 2900 | SR=0% | Steps=15.0 | R=-13.39
  Ep 2910 | SR=0% | Steps=15.0 | R=-16.07
  Ep 2920 | SR=0% | Steps=15.0 | R=-9.52
  Ep 2930 | SR=0% | Steps=15.0 | R=-2.87
  Ep 2940 | SR=0% | Steps=15.0 | R=-11.34
  Ep 2950 | SR=0% | Steps=15.0 | R=-14.39
  Ep 2960 | SR=0% | Steps=15.0 | R=-12.82
  Ep 2970 | SR=0% | Steps=15.0 | R=-5.69
  Ep 2980 | SR=0% | Steps=15.0 | R=-18.43
  Ep 2990 | SR=0% | Steps=15.0 | R=-13.84
  Ep 3000 | SR=0% | Steps=15.0 | R=-13.63
  Ep 3010 | SR=0% | Steps=15.0 | R=-16.48
  Ep 3020 | SR=0% | Steps=15.0 | R=-8.25
  Ep 3030 | SR=0% | Steps=15.0 | R=-15.99
  Ep 3040 | SR=0% | Steps=15.0 | R=-21.42
  Ep 3050 | SR=0% | Steps=15.0 | R=-12.38
  Ep 3060 | SR=0% | Steps=15.0 | R=-4.17
  Ep 3070 | SR=0% | Steps=15.0 | R=-6.69
  Ep 3080 | SR=0% | Steps=15.0 | R=-21.52
  Ep 3090 | SR=0% | Steps=15.0 | R=-17.59
  Ep 3100 | SR=0% | Steps=15.0 | R=-14.55
  Ep 3110 | SR=0% | Steps=15.0 | R=-8.41
  Ep 3120 | SR=0% | Steps=15.0 | R=-4.09
  Ep 3130 | SR=0% | Steps=15.0 | R=-9.40
  Ep 3140 | SR=0% | Steps=15.0 | R=-12.63
  Ep 3150 | SR=0% | Steps=15.0 | R=-16.56
  Ep 3160 | SR=0% | Steps=15.0 | R=-10.53
  Ep 3170 | SR=0% | Steps=15.0 | R=-13.70
  Ep 3180 | SR=0% | Steps=15.0 | R=-14.06
  Ep 3190 | SR=0% | Steps=15.0 | R=-7.12
  Ep 3200 | SR=0% | Steps=15.0 | R=-8.96
  Ep 3210 | SR=0% | Steps=15.0 | R=-7.05
  Ep 3220 | SR=0% | Steps=15.0 | R=-9.46
  Ep 3230 | SR=0% | Steps=15.0 | R=-8.59
  Ep 3240 | SR=0% | Steps=15.0 | R=-8.78
  Ep 3250 | SR=0% | Steps=15.0 | R=-5.35
  Ep 3260 | SR=0% | Steps=15.0 | R=-12.10
  Ep 3270 | SR=0% | Steps=15.0 | R=-15.18
  Ep 3280 | SR=0% | Steps=15.0 | R=-6.49
  Ep 3290 | SR=0% | Steps=15.0 | R=-6.65
  Ep 3300 | SR=0% | Steps=15.0 | R=-5.97
  Ep 3310 | SR=0% | Steps=15.0 | R=-5.38
  Ep 3320 | SR=0% | Steps=15.0 | R=-19.20
  Ep 3330 | SR=0% | Steps=15.0 | R=-1.59
  Ep 3340 | SR=0% | Steps=15.0 | R=-10.39
  Ep 3350 | SR=0% | Steps=15.0 | R=-17.16
  Ep 3360 | SR=0% | Steps=15.0 | R=-11.83
  Ep 3370 | SR=0% | Steps=15.0 | R=-10.08
  Ep 3380 | SR=0% | Steps=15.0 | R=-13.71
  Ep 3390 | SR=0% | Steps=15.0 | R=-12.94
  Ep 3400 | SR=0% | Steps=15.0 | R=-17.52
  Ep 3410 | SR=0% | Steps=15.0 | R=-10.01
  Ep 3420 | SR=0% | Steps=15.0 | R=-18.00
  Ep 3430 | SR=0% | Steps=15.0 | R=-10.22
  Ep 3440 | SR=0% | Steps=15.0 | R=-23.79
  Ep 3450 | SR=0% | Steps=15.0 | R=-10.33
  Ep 3460 | SR=0% | Steps=15.0 | R=-18.05
  Ep 3470 | SR=0% | Steps=15.0 | R=-13.80
  Ep 3480 | SR=0% | Steps=15.0 | R=-6.71
  Ep 3490 | SR=0% | Steps=15.0 | R=-13.77
  Ep 3500 | SR=0% | Steps=15.0 | R=-10.36
  Ep 3510 | SR=0% | Steps=15.0 | R=-7.22
  Ep 3520 | SR=0% | Steps=15.0 | R=-16.80
  Ep 3530 | SR=0% | Steps=15.0 | R=-5.29
  Ep 3540 | SR=0% | Steps=15.0 | R=-9.11
  Ep 3550 | SR=0% | Steps=15.0 | R=-7.30
  Ep 3560 | SR=0% | Steps=15.0 | R=-13.17
  Ep 3570 | SR=0% | Steps=15.0 | R=-15.32
  Ep 3580 | SR=0% | Steps=15.0 | R=-13.88
  Ep 3590 | SR=0% | Steps=15.0 | R=-10.81
  Ep 3600 | SR=0% | Steps=15.0 | R=-21.18
  Ep 3610 | SR=0% | Steps=15.0 | R=-16.28
  Ep 3620 | SR=0% | Steps=15.0 | R=-10.53
  Ep 3630 | SR=0% | Steps=15.0 | R=-8.63
  Ep 3640 | SR=0% | Steps=15.0 | R=-13.88
  Ep 3650 | SR=0% | Steps=15.0 | R=-5.58
  Ep 3660 | SR=0% | Steps=15.0 | R=-12.26
  Ep 3670 | SR=0% | Steps=15.0 | R=-11.79
  Ep 3680 | SR=0% | Steps=15.0 | R=-16.75
  Ep 3690 | SR=0% | Steps=15.0 | R=-14.26
  Ep 3700 | SR=0% | Steps=15.0 | R=-14.60
  Ep 3710 | SR=0% | Steps=15.0 | R=-13.59
  Ep 3720 | SR=0% | Steps=15.0 | R=-15.34
  Ep 3730 | SR=0% | Steps=15.0 | R=-7.68
  Ep 3740 | SR=0% | Steps=15.0 | R=-14.30
  Ep 3750 | SR=0% | Steps=15.0 | R=-18.87
  Ep 3760 | SR=0% | Steps=15.0 | R=-17.30
  Ep 3770 | SR=0% | Steps=15.0 | R=-13.82
  Ep 3780 | SR=0% | Steps=15.0 | R=-5.03
  Ep 3790 | SR=0% | Steps=15.0 | R=-16.94
  Ep 3800 | SR=0% | Steps=15.0 | R=-8.40
  Ep 3810 | SR=0% | Steps=15.0 | R=-4.71
  Ep 3820 | SR=0% | Steps=15.0 | R=-8.69
  Ep 3830 | SR=0% | Steps=15.0 | R=-11.22
  Ep 3840 | SR=0% | Steps=15.0 | R=-4.24
  Ep 3850 | SR=0% | Steps=15.0 | R=-10.11
  Ep 3860 | SR=0% | Steps=15.0 | R=-11.72
  Ep 3870 | SR=0% | Steps=15.0 | R=-10.69
  Ep 3880 | SR=0% | Steps=15.0 | R=-22.22
  Ep 3890 | SR=0% | Steps=15.0 | R=-15.66
  Ep 3900 | SR=0% | Steps=15.0 | R=-15.55
  Ep 3910 | SR=0% | Steps=15.0 | R=-2.64
  Ep 3920 | SR=0% | Steps=15.0 | R=-6.76
  Ep 3930 | SR=0% | Steps=15.0 | R=-7.61
  Ep 3940 | SR=0% | Steps=15.0 | R=-12.74
  Ep 3950 | SR=0% | Steps=15.0 | R=-6.97
  Ep 3960 | SR=0% | Steps=15.0 | R=-2.47
  Ep 3970 | SR=0% | Steps=15.0 | R=-17.89
  Ep 3980 | SR=0% | Steps=15.0 | R=-12.11
  Ep 3990 | SR=0% | Steps=15.0 | R=-17.00
  Ep 4000 | SR=0% | Steps=15.0 | R=-9.85
  Ep 4010 | SR=0% | Steps=15.0 | R=-8.64
  Ep 4020 | SR=0% | Steps=15.0 | R=-2.42
  Ep 4030 | SR=0% | Steps=15.0 | R=-6.03
  Ep 4040 | SR=0% | Steps=15.0 | R=-8.21
  Ep 4050 | SR=0% | Steps=15.0 | R=-9.34
  Ep 4060 | SR=0% | Steps=15.0 | R=-9.99
  Ep 4070 | SR=0% | Steps=15.0 | R=-14.35
  Ep 4080 | SR=0% | Steps=15.0 | R=-4.87
  Ep 4090 | SR=0% | Steps=15.0 | R=-5.83
  Ep 4100 | SR=0% | Steps=15.0 | R=-14.75
  Ep 4110 | SR=0% | Steps=15.0 | R=-4.02
  Ep 4120 | SR=0% | Steps=15.0 | R=-14.96
  Ep 4130 | SR=0% | Steps=15.0 | R=-10.45
  Ep 4140 | SR=0% | Steps=15.0 | R=-14.92
  Ep 4150 | SR=0% | Steps=15.0 | R=-9.79
  Ep 4160 | SR=0% | Steps=15.0 | R=-3.11
  Ep 4170 | SR=0% | Steps=15.0 | R=-10.61
  Ep 4180 | SR=0% | Steps=15.0 | R=-19.48
  Ep 4190 | SR=0% | Steps=15.0 | R=-16.71
  Ep 4200 | SR=0% | Steps=15.0 | R=-14.46
  Ep 4210 | SR=0% | Steps=15.0 | R=-16.86
  Ep 4220 | SR=0% | Steps=15.0 | R=-10.76
  Ep 4230 | SR=0% | Steps=15.0 | R=-12.88
  Ep 4240 | SR=0% | Steps=15.0 | R=-11.70
  Ep 4250 | SR=0% | Steps=15.0 | R=-11.73
  Ep 4260 | SR=0% | Steps=15.0 | R=-2.83
  Ep 4270 | SR=0% | Steps=15.0 | R=-3.13
  Ep 4280 | SR=0% | Steps=15.0 | R=-17.46
